ReturnID,OrderItemID,OrderID,ProductID,SellerID,ReturnedQuantity,ReturnReason,ReturnDate,ReturnCost
7458,98645,50828,169,147,2,Poor Quality,2025-05-12,237.18
7459,98647,50828,1677,349,1,Late Delivery,2025-05-13,120.52
7460,98658,50835,2550,259,1,Changed Mind,2025-07-21,136.93
7461,98660,50836,3371,431,1,Poor Quality,2024-09-21,114.11
7462,98669,50841,2680,96,1,Poor Quality,2023-06-20,340.02
7463,98676,50844,4637,92,1,Damaged,2025-04-17,252.09
7464,98681,50847,414,400,1,Not as Described,2024-10-24,264.28
7465,98684,50849,1735,181,1,Late Delivery,2025-04-13,281.68
7466,98696,50855,3637,401,1,Wrong Item,2025-06-11,248.2
7467,98717,50867,4890,213,2,Not as Described,2023-11-25,676.49
7468,98764,50894,4221,327,1,Late Delivery,2025-08-02,178.88
7469,98768,50896,1253,219,1,Poor Quality,2024-03-24,202.97
7470,98790,50907,4574,21,1,Not as Described,2024-01-28,102.85
7471,98806,50915,4145,172,1,Late Delivery,2025-09-16,159.48
7472,98810,50919,1354,305,2,Poor Quality,2023-05-25,597.5
7473,98819,50923,4071,223,2,Poor Quality,2025-09-11,474.81
7474,98829,50929,2913,480,1,Wrong Item,2023-08-13,175.55
7475,98844,50937,1676,439,1,Wrong Item,2023-09-15,96.93
7476,98850,50941,1554,472,1,Poor Quality,2023-09-12,319.02
7477,98878,50955,1841,374,1,Poor Quality,2025-07-09,259.58
7478,98882,50957,2871,343,1,Poor Quality,2025-04-17,163.52
7479,98910,50969,538,78,1,Not as Described,2024-08-01,178.88
7480,98915,50972,788,436,1,Poor Quality,2023-07-23,189.17
7481,98923,50977,3210,237,1,Wrong Item,2023-06-23,223.31
7482,98960,50997,1127,352,2,Damaged,2023-07-18,379.05
7483,98963,50999,3323,35,1,Changed Mind,2025-01-01,160.85
7484,98988,51012,2982,339,1,Damaged,2023-05-15,113.85
7485,98989,51013,1058,253,1,Changed Mind,2024-02-11,238.26
7486,99013,51023,478,258,1,Late Delivery,2024-07-22,208.36
7487,99016,51025,2174,208,1,Late Delivery,2025-05-16,255.71
7488,99028,51032,2784,465,1,Not as Described,2024-01-02,112.06
7489,99050,51039,1691,296,1,Poor Quality,2023-08-31,90.13
7490,99057,51044,3943,87,1,Poor Quality,2025-04-16,316.12
7491,99062,51047,1619,47,1,Poor Quality,2024-01-12,136.63
7492,99064,51048,3969,398,1,Not as Described,2024-09-21,160.3
7493,99077,51054,4708,117,1,Damaged,2025-10-22,200.81
7494,99081,51057,4306,70,1,Changed Mind,2025-12-19,256.47
7495,99084,51059,2266,101,3,Wrong Item,2025-05-24,509.15
7496,99087,51061,3241,457,1,Changed Mind,2023-01-30,167.22
7497,99089,51062,1827,449,2,Not as Described,2023-10-11,263.38
7498,99111,51073,3851,182,2,Changed Mind,2025-05-05,659.18
7499,99112,51074,4485,229,1,Damaged,2024-09-05,287.7
7500,99126,51079,1099,151,1,Poor Quality,2024-05-22,332.25
7501,99130,51081,1247,376,1,Wrong Item,2025-07-13,160.3
7502,99145,51091,2819,323,1,Changed Mind,2024-10-27,305.74
7503,99148,51093,4648,288,1,Wrong Item,2024-05-07,305.55
7504,99152,51096,46,449,2,Damaged,2025-05-06,552.39
7505,99169,51102,2049,158,1,Wrong Item,2023-02-08,154.15
7506,99193,51115,2303,466,1,Damaged,2024-01-07,256.4
7507,99205,51123,138,2,2,Poor Quality,2025-01-15,522.37
7508,99232,51140,4169,435,1,Poor Quality,2023-10-12,92.6
7509,99243,51144,2282,123,1,Late Delivery,2023-10-27,87.41
7510,99261,51150,484,203,1,Not as Described,2024-03-19,147.43
7511,99272,51158,85,95,1,Wrong Item,2025-11-25,112.36
7512,99289,51166,983,204,1,Damaged,2024-06-30,153.21
7513,99312,51178,3008,104,1,Damaged,2024-09-02,341.72
7514,99317,51182,275,21,1,Changed Mind,2025-08-01,306.87
7515,99335,51190,868,12,1,Changed Mind,2023-07-04,97.32
7516,99342,51191,1188,89,1,Poor Quality,2025-09-14,87.59
7517,99347,51192,3536,411,1,Wrong Item,2023-05-30,223.28
7518,99351,51193,558,98,2,Changed Mind,2025-06-30,211.34
7519,99357,51198,893,497,1,Changed Mind,2025-02-14,89.17
7520,99398,51222,3484,179,2,Not as Described,2025-05-19,481.59
7521,99405,51226,3907,78,1,Not as Described,2025-08-22,287.78
7522,99409,51227,3891,173,1,Not as Described,2024-03-23,197.9
7523,99450,51249,2205,203,1,Wrong Item,2024-05-13,245.25
7524,99500,51272,1555,78,1,Changed Mind,2025-09-12,135.13
7525,99502,51273,4111,310,1,Changed Mind,2023-06-18,149.02
7526,99512,51277,1337,235,1,Wrong Item,2024-02-29,83.27
7527,99521,51283,4919,131,1,Not as Described,2024-08-30,307.58
7528,99531,51290,4431,409,1,Poor Quality,2024-06-02,227.24
7529,99532,51291,1286,205,1,Damaged,2024-10-30,299.85
7530,99544,51296,3341,92,1,Not as Described,2024-02-17,84.54
7531,99563,51308,4577,485,1,Wrong Item,2023-10-17,259.01
7532,99586,51318,4624,53,1,Poor Quality,2023-12-31,122.7
7533,99592,51319,1138,389,1,Late Delivery,2024-01-21,302.8
7534,99613,51328,3400,46,1,Wrong Item,2025-07-23,144.38
7535,99618,51330,2124,464,1,Late Delivery,2025-12-27,337.83
7536,99641,51343,2709,204,1,Damaged,2023-02-17,166.18
7537,99653,51348,2463,260,1,Damaged,2025-12-02,317.0
7538,99654,51348,4426,252,1,Poor Quality,2025-12-16,100.09
7539,99676,51358,2128,398,1,Damaged,2024-10-25,276.02
7540,99680,51360,3231,433,2,Changed Mind,2024-01-08,678.98
7541,99685,51363,3648,121,1,Changed Mind,2024-01-09,120.14
7542,99695,51367,3057,157,1,Wrong Item,2024-12-26,328.01
7543,99703,51372,3320,308,1,Poor Quality,2024-03-14,183.32
7544,99718,51377,2442,287,1,Wrong Item,2024-03-24,117.5
7545,99725,51381,1521,319,1,Poor Quality,2025-06-12,97.76
7546,99735,51386,961,206,1,Damaged,2024-03-08,183.81
7547,99790,51409,2210,346,1,Late Delivery,2024-11-06,229.04
7548,99795,51411,3500,117,3,Not as Described,2025-03-21,268.67
7549,99805,51416,500,368,1,Poor Quality,2023-02-16,181.24
7550,99816,51423,2857,484,1,Poor Quality,2024-05-10,136.4
7551,99844,51437,2767,11,1,Wrong Item,2025-09-05,344.13
7552,99847,51440,618,40,1,Poor Quality,2025-04-23,166.91
7553,99864,51446,2324,72,1,Poor Quality,2025-02-16,173.87
7554,99865,51446,4367,272,1,Wrong Item,2025-02-05,279.92
7555,99900,51464,634,446,1,Poor Quality,2025-06-17,90.9
7556,99911,51470,2935,435,1,Wrong Item,2023-10-22,206.46
7557,99920,51473,492,457,1,Wrong Item,2023-10-25,182.82
7558,99923,51475,3651,123,1,Late Delivery,2025-07-12,105.51
7559,99959,51491,1676,439,1,Late Delivery,2023-05-24,128.27
7560,99965,51494,2807,283,1,Late Delivery,2025-07-13,309.97
7561,99968,51496,1587,257,1,Changed Mind,2025-10-24,305.62
7562,99971,51499,949,34,1,Not as Described,2023-08-27,237.08
7563,99985,51511,1534,333,1,Not as Described,2024-03-10,231.03
7564,100003,51519,922,199,2,Damaged,2025-08-30,591.51
7565,100007,51520,2553,271,1,Changed Mind,2025-12-20,348.23
7566,100010,51523,2689,333,1,Poor Quality,2025-05-02,322.87
7567,100036,51535,4437,482,1,Poor Quality,2023-04-06,208.09
7568,100045,51540,697,257,1,Damaged,2023-11-08,169.1
7569,100046,51541,1936,139,1,Not as Described,2025-10-06,181.43
7570,100056,51547,2789,177,1,Wrong Item,2023-08-21,123.55
7571,100123,51579,2557,411,1,Wrong Item,2023-09-15,197.62
7572,100128,51582,2240,54,1,Changed Mind,2025-08-10,180.33
7573,100138,51588,1357,67,1,Not as Described,2023-03-29,261.11
7574,100165,51601,2616,339,1,Changed Mind,2025-10-10,296.29
7575,100183,51609,3241,457,1,Not as Described,2025-05-17,108.01
7576,100190,51614,4608,406,1,Poor Quality,2025-08-02,308.96
7577,100196,51619,2191,92,1,Poor Quality,2025-07-11,97.36
7578,100202,51622,3417,305,1,Changed Mind,2023-01-28,117.99
7579,100226,51635,611,48,1,Changed Mind,2024-05-11,178.73
7580,100227,51636,3983,301,1,Damaged,2025-05-11,221.83
7581,100239,51641,2088,263,1,Wrong Item,2024-02-23,108.19
7582,100264,51650,1844,133,1,Wrong Item,2023-09-08,98.63
7583,100281,51661,2376,166,1,Late Delivery,2023-02-07,199.48
7584,100304,51672,376,383,1,Damaged,2025-01-20,346.92
7585,100309,51677,2224,295,1,Wrong Item,2025-02-21,348.01
7586,100327,51691,4608,406,1,Not as Described,2023-07-17,112.96
7587,100339,51699,3013,484,1,Poor Quality,2024-02-10,280.88
7588,100382,51720,1758,149,1,Changed Mind,2024-12-28,264.36
7589,100398,51729,2829,279,1,Late Delivery,2024-05-08,322.35
7590,100400,51730,1054,270,2,Damaged,2024-02-15,342.08
7591,100420,51741,1334,441,1,Late Delivery,2025-07-23,198.55
7592,100445,51750,2076,46,1,Poor Quality,2024-04-12,117.62
7593,100470,51765,4456,158,1,Damaged,2023-08-18,230.62
7594,100488,51776,57,44,1,Not as Described,2024-08-09,257.11
7595,100500,51782,1125,239,1,Not as Described,2025-10-10,232.54
7596,100502,51783,4140,204,2,Poor Quality,2023-06-07,591.12
7597,100555,51813,4880,273,1,Wrong Item,2025-06-02,304.52
7598,100578,51824,4905,6,1,Not as Described,2024-08-06,338.03
7599,100582,51826,412,177,1,Not as Described,2024-12-27,155.93
7600,100608,51841,4134,359,1,Late Delivery,2023-05-02,92.52
7601,100610,51842,1144,27,1,Poor Quality,2024-09-30,129.96
7602,100632,51852,4780,259,1,Not as Described,2023-02-23,209.63
7603,100649,51863,956,123,1,Not as Described,2024-03-05,167.6
7604,100662,51871,1196,20,1,Late Delivery,2023-05-21,169.76
7605,100679,51880,2710,469,1,Changed Mind,2024-02-08,329.19
7606,100685,51883,1840,390,1,Poor Quality,2025-02-05,256.22
7607,100702,51891,3190,50,1,Not as Described,2025-02-11,177.51
7608,100733,51903,3395,384,1,Not as Described,2025-04-09,229.55
7609,100737,51904,537,136,1,Damaged,2025-08-27,287.57
7610,100742,51906,3256,137,1,Damaged,2025-05-19,125.41
7611,100758,51914,1257,187,1,Wrong Item,2025-01-12,297.54
7612,100765,51918,4812,110,1,Damaged,2023-03-30,151.49
7613,100781,51927,723,496,1,Not as Described,2024-04-25,304.46
7614,100782,51927,2451,393,1,Damaged,2024-05-03,192.9
7615,100783,51928,4013,282,1,Poor Quality,2023-08-27,253.33
7616,100794,51934,4216,158,1,Not as Described,2025-08-28,154.28
7617,100802,51939,2596,54,1,Changed Mind,2023-12-23,320.62
7618,100816,51947,2654,345,1,Changed Mind,2023-11-19,330.95
7619,100818,51948,2462,276,1,Damaged,2024-08-31,201.12
7620,100830,51953,3097,43,1,Poor Quality,2025-10-13,168.8
7621,100832,51954,2887,208,1,Not as Described,2025-11-05,343.86
7622,100833,51955,1440,460,1,Wrong Item,2025-08-19,344.93
7623,100835,51956,749,35,1,Damaged,2024-07-30,142.71
7624,100847,51962,2950,319,2,Wrong Item,2025-05-26,549.16
7625,100853,51966,2043,96,1,Late Delivery,2025-09-05,223.34
7626,100891,51988,1741,56,1,Changed Mind,2025-09-14,102.29
7627,100903,51995,462,244,1,Damaged,2023-07-17,241.56
7628,100970,52032,4099,343,1,Wrong Item,2025-01-12,278.18
7629,100987,52042,3551,439,1,Not as Described,2025-02-09,92.05
7630,101004,52051,4825,215,1,Late Delivery,2024-08-08,89.11
7631,101009,52052,334,406,1,Not as Described,2024-09-20,96.7
7632,101011,52053,607,55,1,Poor Quality,2023-10-22,172.76
7633,101022,52062,1520,374,1,Damaged,2024-11-01,95.74
7634,101032,52067,3296,432,1,Not as Described,2023-12-29,151.48
7635,101036,52068,2676,465,1,Damaged,2024-11-27,332.57
7636,101053,52077,416,138,1,Wrong Item,2025-03-14,97.55
7637,101064,52084,3497,414,1,Damaged,2023-11-10,348.0
7638,101072,52087,8,26,3,Not as Described,2026-01-05,514.76
7639,101080,52092,1501,223,1,Poor Quality,2024-08-19,116.55
7640,101087,52095,2431,249,3,Changed Mind,2025-07-17,978.48
7641,101089,52095,1607,120,1,Damaged,2025-07-02,123.7
7642,101105,52102,932,276,1,Poor Quality,2023-12-09,81.22
7643,101116,52108,2648,385,1,Poor Quality,2023-04-07,325.77
7644,101122,52110,4271,340,1,Changed Mind,2024-07-27,326.19
7645,101136,52120,3635,30,1,Poor Quality,2024-06-23,139.02
7646,101146,52126,4888,475,1,Changed Mind,2024-08-09,329.56
7647,101157,52133,1116,83,1,Poor Quality,2025-06-22,194.73
7648,101161,52134,3737,358,1,Not as Described,2024-02-10,205.78
7649,101175,52139,2714,425,1,Wrong Item,2023-12-15,135.86
7650,101189,52148,3234,179,1,Poor Quality,2024-09-22,216.51
7651,101190,52148,439,397,2,Late Delivery,2024-09-28,683.99
7652,101194,52151,4879,65,1,Poor Quality,2023-11-28,170.68
7653,101238,52173,2061,264,1,Not as Described,2025-03-13,314.96
7654,101281,52196,994,409,1,Late Delivery,2023-11-17,99.61
7655,101282,52196,3203,439,1,Wrong Item,2023-11-20,180.71
7656,101330,52222,2897,278,1,Not as Described,2023-11-04,147.48
7657,101339,52228,4067,277,1,Poor Quality,2025-04-25,201.53
7658,101347,52231,4928,426,2,Poor Quality,2025-09-12,311.51
7659,101388,52252,1612,410,2,Poor Quality,2023-08-20,270.49
7660,101392,52254,3055,339,1,Changed Mind,2024-08-13,220.85
7661,101416,52263,3638,384,1,Wrong Item,2024-05-22,171.58
7662,101459,52283,2241,150,1,Late Delivery,2023-03-10,148.29
7663,101507,52307,4685,444,1,Wrong Item,2025-06-07,190.14
7664,101510,52309,2394,171,1,Wrong Item,2025-06-09,180.57
7665,101518,52314,2860,356,1,Changed Mind,2024-08-24,238.92
7666,101562,52337,3722,28,1,Damaged,2023-06-05,230.09
7667,101570,52339,3270,246,1,Late Delivery,2023-12-09,217.24
7668,101582,52348,2713,110,2,Wrong Item,2025-05-13,418.81
7669,101589,52352,4658,219,1,Damaged,2023-09-08,297.66
7670,101606,52362,695,149,1,Damaged,2024-08-15,291.48
7671,101611,52365,4473,8,1,Wrong Item,2023-08-24,311.86
7672,101615,52367,4520,459,1,Changed Mind,2025-09-10,99.57
7673,101617,52368,1778,445,1,Poor Quality,2023-10-07,245.62
7674,101626,52375,4552,382,1,Changed Mind,2024-04-18,187.91
7675,101651,52389,3066,465,1,Poor Quality,2023-06-14,303.17
7676,101670,52399,4492,171,2,Poor Quality,2024-07-25,244.44
7677,101672,52399,2992,435,1,Poor Quality,2024-07-23,340.97
7678,101680,52401,4101,436,1,Wrong Item,2024-09-03,201.9
7679,101685,52403,2655,349,1,Changed Mind,2024-04-10,325.97
7680,101704,52412,3597,357,1,Poor Quality,2023-10-01,139.15
7681,101708,52414,4690,167,1,Damaged,2024-04-23,127.42
7682,101714,52415,3836,134,1,Changed Mind,2023-08-02,163.18
7683,101731,52423,2941,371,1,Poor Quality,2023-10-13,196.89
7684,101735,52425,3285,395,1,Wrong Item,2025-11-06,281.23
7685,101739,52427,2317,360,1,Wrong Item,2025-07-28,202.94
7686,101743,52429,3709,399,1,Wrong Item,2023-07-04,297.49
7687,101747,52430,15,140,1,Wrong Item,2024-11-03,315.11
7688,101752,52432,792,190,2,Wrong Item,2023-09-05,211.18
7689,101753,52432,4427,232,1,Not as Described,2023-09-12,203.47
7690,101756,52434,1033,389,1,Wrong Item,2024-05-05,153.71
7691,101758,52435,4671,385,1,Wrong Item,2023-10-15,200.91
7692,101774,52443,4215,325,1,Poor Quality,2023-12-10,216.09
7693,101775,52443,4744,91,1,Poor Quality,2023-11-18,231.03
7694,101781,52445,4692,7,1,Not as Described,2023-10-06,130.63
7695,101783,52447,3395,384,1,Wrong Item,2024-01-15,127.12
7696,101828,52472,933,470,1,Changed Mind,2024-04-07,146.59
7697,101833,52474,4932,154,1,Damaged,2023-10-10,88.74
7698,101869,52497,2672,262,1,Damaged,2025-12-20,292.85
7699,101884,52506,150,488,1,Damaged,2023-10-04,142.86
7700,101891,52511,950,331,1,Damaged,2023-12-01,261.71
7701,101920,52526,1293,257,1,Late Delivery,2024-06-16,94.88
7702,101949,52539,2274,209,1,Late Delivery,2023-09-11,317.86
7703,101964,52547,454,266,1,Changed Mind,2024-06-06,336.96
7704,101975,52552,3498,448,1,Damaged,2025-09-26,330.25
7705,102001,52569,3707,52,1,Damaged,2025-09-26,173.28
7706,102006,52570,4452,177,1,Changed Mind,2023-04-15,247.96
7707,102013,52572,1055,356,1,Late Delivery,2023-06-20,230.86
7708,102016,52573,1023,176,1,Wrong Item,2025-08-05,316.49
7709,102031,52580,2911,5,1,Changed Mind,2023-08-25,316.69
7710,102035,52582,2952,354,2,Late Delivery,2024-04-20,478.78
7711,102039,52585,1210,314,1,Not as Described,2025-04-14,341.0
7712,102067,52601,2213,482,1,Changed Mind,2024-02-23,280.6
7713,102069,52602,4243,221,1,Damaged,2024-07-21,181.39
7714,102104,52623,1594,351,2,Changed Mind,2024-02-15,500.33
7715,102108,52625,558,98,1,Late Delivery,2024-10-20,260.93
7716,102126,52635,4654,272,2,Not as Described,2023-12-08,399.16
7717,102132,52638,3232,213,1,Not as Described,2023-05-15,341.02
7718,102137,52640,1151,196,1,Poor Quality,2023-08-01,272.23
7719,102150,52645,956,123,1,Wrong Item,2024-01-21,116.65
7720,102178,52658,4426,252,1,Changed Mind,2025-03-04,225.86
7721,102192,52662,1055,356,1,Not as Described,2025-12-12,194.37
7722,102200,52666,2887,208,1,Changed Mind,2024-07-28,229.43
7723,102222,52675,4232,398,1,Changed Mind,2023-07-01,322.6
7724,102225,52676,378,42,1,Not as Described,2024-07-13,303.67
7725,102227,52676,2241,150,1,Wrong Item,2024-07-24,230.93
7726,102272,52698,3894,169,1,Damaged,2023-08-28,310.76
7727,102278,52700,4666,367,1,Wrong Item,2023-03-01,286.03
7728,102289,52706,2400,78,1,Wrong Item,2023-04-27,277.83
7729,102319,52719,4516,59,1,Not as Described,2023-12-11,202.42
7730,102333,52727,2703,130,3,Poor Quality,2024-01-23,284.79
7731,102365,52749,3686,296,1,Not as Described,2023-08-27,131.46
7732,102372,52752,2475,94,1,Poor Quality,2023-12-31,113.6
7733,102396,52767,4953,265,1,Damaged,2025-05-09,203.42
7734,102405,52773,2145,326,1,Poor Quality,2026-01-08,166.25
7735,102411,52779,3524,482,1,Poor Quality,2024-02-04,285.0
7736,102416,52781,3806,291,3,Changed Mind,2025-04-08,920.94
7737,102418,52783,256,311,1,Late Delivery,2024-01-23,245.11
7738,102427,52786,4465,331,1,Changed Mind,2025-11-01,280.55
7739,102487,52816,256,311,1,Not as Described,2024-10-05,315.61
7740,102494,52820,3810,385,1,Damaged,2025-02-16,88.75
7741,102502,52824,3700,128,1,Changed Mind,2023-11-28,300.81
7742,102508,52828,2079,121,1,Changed Mind,2025-11-11,148.21
7743,102512,52829,2043,96,1,Not as Described,2025-05-04,270.38
7744,102520,52833,488,206,1,Poor Quality,2025-09-06,272.35
7745,102533,52840,2282,123,2,Late Delivery,2023-02-24,605.58
7746,102554,52854,2825,316,1,Changed Mind,2024-12-08,123.69
7747,102558,52856,1421,121,1,Changed Mind,2024-02-12,325.56
7748,102569,52861,270,87,2,Late Delivery,2025-10-30,685.08
7749,102580,52865,4362,255,1,Not as Described,2023-11-07,263.29
7750,102602,52879,4250,477,2,Wrong Item,2024-09-04,448.98
7751,102610,52883,384,498,1,Changed Mind,2025-01-25,195.13
7752,102625,52892,4808,316,1,Poor Quality,2023-09-30,246.25
7753,102637,52897,3814,393,1,Damaged,2024-09-13,111.75
7754,102656,52906,4129,188,1,Not as Described,2023-10-05,291.96
7755,102657,52907,4739,409,1,Poor Quality,2023-08-15,172.46
7756,102665,52911,488,206,1,Not as Described,2023-02-19,114.85
7757,102705,52936,1131,154,1,Late Delivery,2024-07-25,250.7
7758,102706,52936,4933,252,1,Wrong Item,2024-07-09,188.6
7759,102730,52945,3079,55,1,Wrong Item,2025-06-20,104.44
7760,102733,52947,2117,381,1,Poor Quality,2023-08-12,245.15
7761,102754,52960,4820,104,1,Damaged,2025-10-09,222.73
7762,102767,52965,3065,135,1,Wrong Item,2025-10-29,308.54
7763,102792,52977,1328,104,1,Wrong Item,2023-07-07,280.98
7764,102824,52993,3306,324,1,Not as Described,2023-06-03,256.12
7765,102835,52998,988,306,1,Poor Quality,2025-03-29,214.89
7766,102863,53012,4687,478,1,Not as Described,2025-10-03,181.42
7767,102871,53016,4574,21,1,Wrong Item,2024-04-14,86.9
7768,102880,53024,3160,206,1,Damaged,2024-07-02,227.61
7769,102893,53030,2084,400,1,Late Delivery,2025-10-20,100.54
7770,102914,53041,1483,196,1,Late Delivery,2024-05-03,197.17
7771,102916,53043,2221,140,1,Poor Quality,2024-01-15,141.92
7772,102922,53046,340,124,1,Changed Mind,2025-05-22,336.08
7773,102923,53046,1372,101,1,Wrong Item,2025-05-15,302.36
7774,102949,53060,3845,441,1,Not as Described,2023-11-27,347.68
7775,102963,53068,4368,212,2,Changed Mind,2024-03-21,478.05
7776,102965,53069,1651,154,1,Not as Described,2024-11-25,239.92
7777,103020,53096,3236,23,1,Damaged,2025-03-09,176.32
7778,103027,53101,3263,318,1,Late Delivery,2025-10-18,168.33
7779,103028,53101,1922,302,1,Changed Mind,2025-10-27,92.22
7780,103030,53102,2211,221,1,Poor Quality,2024-06-19,231.72
7781,103052,53112,4716,78,1,Damaged,2024-09-18,328.41
7782,103068,53118,2589,402,1,Changed Mind,2025-08-03,268.93
7783,103074,53120,1380,448,3,Not as Described,2025-03-14,768.6
7784,103082,53124,4970,405,3,Late Delivery,2023-11-12,379.5
7785,103096,53131,4167,471,1,Late Delivery,2025-05-30,112.82
7786,103105,53134,759,185,1,Poor Quality,2023-04-21,136.92
7787,103142,53156,1520,374,1,Changed Mind,2025-04-16,223.66
7788,103146,53158,4797,426,1,Poor Quality,2025-03-31,197.65
7789,103173,53175,3441,338,1,Wrong Item,2025-10-01,117.83
7790,103181,53179,4588,264,1,Poor Quality,2025-03-17,304.02
7791,103206,53194,2926,395,1,Poor Quality,2025-01-13,230.65
7792,103214,53199,3725,78,1,Not as Described,2024-05-07,321.69
7793,103233,53207,1565,231,1,Not as Described,2024-04-16,236.85
7794,103234,53208,3077,115,1,Not as Described,2023-02-02,195.33
7795,103242,53212,2646,499,2,Poor Quality,2025-06-06,290.42
7796,103258,53219,3114,180,1,Wrong Item,2024-07-28,123.27
7797,103260,53220,2422,483,1,Late Delivery,2023-12-30,202.98
7798,103283,53233,1883,115,1,Late Delivery,2023-02-07,150.79
7799,103319,53250,1333,493,1,Changed Mind,2023-09-19,226.84
7800,103335,53256,457,54,1,Changed Mind,2023-10-15,209.54
7801,103355,53265,2983,41,1,Poor Quality,2024-10-26,295.14
7802,103359,53268,117,157,1,Poor Quality,2025-11-30,206.11
7803,103364,53269,3355,266,1,Late Delivery,2025-02-06,197.0
7804,103371,53272,4330,347,1,Poor Quality,2023-11-22,274.44
7805,103383,53280,4572,185,1,Poor Quality,2024-05-14,228.58
7806,103399,53288,3951,349,1,Wrong Item,2024-05-11,328.51
7807,103402,53289,608,20,1,Changed Mind,2025-07-15,320.85
7808,103412,53294,817,351,1,Not as Described,2023-07-02,159.72
7809,103436,53305,959,8,1,Late Delivery,2024-08-17,343.7
7810,103446,53311,3027,267,1,Damaged,2024-10-28,146.63
7811,103464,53320,2993,166,1,Poor Quality,2025-08-03,97.88
7812,103485,53330,2954,186,1,Wrong Item,2024-01-29,118.56
7813,103486,53330,3717,299,1,Changed Mind,2024-01-17,147.2
7814,103489,53332,4544,338,1,Changed Mind,2024-05-15,262.42
7815,103492,53332,122,11,2,Damaged,2024-05-01,447.21
7816,103516,53344,1186,259,1,Wrong Item,2024-09-01,182.63
7817,103525,53351,3823,19,2,Not as Described,2025-04-29,342.16
7818,103536,53357,563,276,1,Poor Quality,2025-11-24,263.34
7819,103552,53363,4514,42,1,Late Delivery,2023-01-24,125.61
7820,103569,53372,3141,445,1,Not as Described,2024-04-27,171.4
7821,103571,53373,3648,121,1,Not as Described,2025-06-14,92.28
7822,103609,53391,3639,198,1,Damaged,2023-10-10,330.54
7823,103611,53392,1743,287,1,Not as Described,2025-11-05,166.15
7824,103651,53412,3581,54,1,Changed Mind,2026-01-25,124.28
7825,103692,53431,2480,254,1,Wrong Item,2024-02-05,111.95
7826,103702,53435,4482,177,1,Poor Quality,2023-04-26,224.84
7827,103706,53438,271,183,1,Not as Described,2025-09-29,179.98
7828,103718,53444,2105,7,1,Poor Quality,2023-02-25,152.62
7829,103732,53455,1267,164,1,Wrong Item,2024-10-29,308.34
7830,103743,53460,3703,382,1,Damaged,2023-11-08,99.58
7831,103752,53466,1602,159,1,Poor Quality,2023-11-05,325.75
7832,103755,53468,2825,316,1,Not as Described,2025-03-17,204.55
7833,103759,53469,3136,176,1,Late Delivery,2025-12-31,310.37
7834,103762,53470,1858,360,1,Not as Described,2025-03-13,170.15
7835,103765,53471,2318,215,1,Changed Mind,2023-09-14,171.71
7836,103773,53476,348,330,1,Wrong Item,2025-06-23,208.15
7837,103786,53481,2166,190,1,Damaged,2023-07-22,106.1
7838,103792,53485,2025,165,1,Not as Described,2025-02-03,111.63
7839,103811,53496,4483,424,1,Changed Mind,2025-05-19,277.03
7840,103839,53510,154,223,1,Wrong Item,2023-05-13,199.57
7841,103883,53537,1409,192,1,Damaged,2024-03-15,233.36
7842,103916,53555,3373,64,1,Not as Described,2023-08-28,176.29
7843,103917,53556,3430,119,1,Changed Mind,2023-08-27,250.46
7844,103927,53560,801,207,1,Poor Quality,2023-06-04,81.02
7845,103950,53572,2476,104,2,Wrong Item,2025-02-06,682.07
7846,104011,53604,1968,198,1,Wrong Item,2023-12-28,336.83
7847,104016,53606,1623,237,1,Not as Described,2023-02-01,166.8
7848,104061,53629,3519,114,1,Changed Mind,2023-07-29,145.59
7849,104077,53635,3744,37,1,Changed Mind,2026-01-02,254.69
7850,104078,53636,4204,88,1,Damaged,2023-04-29,324.35
7851,104084,53641,4880,273,1,Late Delivery,2025-12-29,277.52
7852,104107,53652,4551,324,1,Damaged,2023-10-09,134.17
7853,104132,53667,4619,39,1,Poor Quality,2025-08-07,210.4
7854,104137,53672,1418,364,1,Not as Described,2023-04-27,87.09
7855,104159,53683,3466,180,1,Poor Quality,2023-05-12,269.21
7856,104170,53689,3056,183,1,Not as Described,2025-06-21,155.54
7857,104198,53701,4242,215,1,Changed Mind,2025-04-20,191.43
7858,104199,53702,2432,438,1,Not as Described,2024-04-24,188.89
7859,104204,53705,2825,316,1,Damaged,2025-03-14,106.2
7860,104235,53722,4313,455,2,Poor Quality,2025-10-09,246.55
7861,104236,53722,4304,34,1,Poor Quality,2025-10-25,319.39
7862,104246,53727,1052,104,1,Wrong Item,2025-07-05,345.45
7863,104247,53728,2554,473,1,Not as Described,2024-09-29,204.08
7864,104257,53732,3991,102,2,Changed Mind,2025-02-04,550.58
7865,104284,53747,3606,227,1,Poor Quality,2023-04-03,318.02
7866,104326,53768,995,221,1,Changed Mind,2025-06-08,320.4
7867,104327,53768,3553,170,1,Changed Mind,2025-06-10,87.15
7868,104341,53777,1527,350,1,Wrong Item,2023-07-04,282.41
7869,104348,53781,4448,346,2,Late Delivery,2023-10-09,681.18
7870,104366,53787,917,332,2,Changed Mind,2024-06-25,652.27
7871,104372,53790,3006,39,1,Wrong Item,2025-10-31,188.91
7872,104394,53802,4123,214,1,Wrong Item,2024-04-20,337.82
7873,104395,53802,1773,97,1,Wrong Item,2024-04-18,126.37
7874,104419,53814,2827,284,1,Damaged,2025-06-13,224.4
