ShipmentID,OrderID,CourierID,WarehouseID,ExpectedDeliveryDays,LateProbability,FailedProbability,BaseShippingCost,ShippingCost,OrderDate,ExpectedDeliveryDate,DeliveryDate,DeliveryStatus
64224,64224,7,5,3.5,0.14,0.04,210,259.94,2025-10-11,2025-10-15,2025-10-15,On Time
64225,64225,3,6,4.8,0.24,0.07,260,278.61,2024-04-14,2024-04-19,2024-04-19,On Time
64226,64226,9,4,3.0,0.09,0.025,190,229.33,2023-04-16,2023-04-19,2023-04-20,On Time
64227,64227,6,10,2.2,0.06,0.015,240,263.89,2024-03-21,2024-03-24,2024-03-31,Late
64228,64228,10,1,4.0,0.18,0.05,250,249.5,2023-10-31,2023-11-04,2023-11-06,On Time
64229,64229,9,5,3.0,0.09,0.025,190,209.37,2024-09-27,2024-09-30,2024-09-30,On Time
64230,64230,7,8,3.5,0.14,0.04,210,257.61,2023-09-11,2023-09-15,2023-09-16,On Time
64231,64231,10,5,4.0,0.18,0.05,250,247.17,2023-03-16,2023-03-20,,Failed
64232,64232,7,9,3.5,0.14,0.04,210,214.59,2025-09-04,2025-09-08,,Failed
64233,64233,3,5,4.8,0.24,0.07,260,296.37,2025-08-07,2025-08-12,2025-08-12,On Time
64234,64234,4,9,2.8,0.1,0.03,200,201.84,2024-07-04,2024-07-07,2024-07-08,On Time
64235,64235,6,13,2.2,0.06,0.015,240,289.82,2025-07-21,2025-07-24,2025-07-25,On Time
64236,64236,10,9,4.0,0.18,0.05,250,241.1,2025-11-14,2025-11-18,2025-11-18,On Time
64237,64237,2,9,3.2,0.12,0.03,220,222.41,2025-10-05,2025-10-09,2025-10-09,On Time
64238,64238,9,12,3.0,0.09,0.025,190,217.93,2025-06-26,2025-06-29,2025-07-01,On Time
64239,64239,8,4,6.0,0.32,0.09,300,296.98,2023-02-18,2023-02-24,2023-03-03,Late
64240,64240,7,6,3.5,0.14,0.04,210,243.5,2025-04-07,2025-04-11,2025-04-13,On Time
64241,64241,9,11,3.0,0.09,0.025,190,222.7,2025-10-03,2025-10-06,2025-10-08,On Time
64242,64242,5,5,5.2,0.28,0.08,280,259.09,2023-07-13,2023-07-19,2023-07-21,On Time
64243,64243,1,12,2.5,0.08,0.02,180,162.03,2023-03-14,2023-03-17,2023-03-19,On Time
64244,64244,2,12,3.2,0.12,0.03,220,228.56,2024-01-13,2024-01-17,2024-01-18,On Time
64245,64245,6,15,2.2,0.06,0.015,240,244.36,2025-06-21,2025-06-24,2025-06-25,On Time
64246,64246,3,13,4.8,0.24,0.07,260,258.03,2025-06-18,2025-06-23,2025-06-24,On Time
64247,64247,9,1,3.0,0.09,0.025,190,227.83,2024-10-02,2024-10-05,2024-10-12,Late
64248,64248,2,5,3.2,0.12,0.03,220,216.14,2025-12-13,2025-12-17,2025-12-18,On Time
64249,64249,1,2,2.5,0.08,0.02,180,172.89,2023-06-29,2023-07-02,2023-07-03,On Time
64250,64250,4,14,2.8,0.1,0.03,200,228.25,2025-08-20,2025-08-23,2025-08-24,On Time
64251,64251,4,11,2.8,0.1,0.03,200,180.35,2025-08-12,2025-08-15,2025-08-15,On Time
64252,64252,8,10,6.0,0.32,0.09,300,333.46,2025-11-05,2025-11-11,2025-11-15,Late
64253,64253,2,15,3.2,0.12,0.03,220,199.69,2023-11-17,2023-11-21,2023-11-28,Late
64254,64254,5,2,5.2,0.28,0.08,280,266.12,2024-12-04,2024-12-10,2024-12-11,On Time
64255,64255,4,10,2.8,0.1,0.03,200,228.33,2023-10-30,2023-11-02,,Failed
64256,64256,8,8,6.0,0.32,0.09,300,291.97,2024-06-13,2024-06-19,2024-06-19,On Time
64257,64257,8,13,6.0,0.32,0.09,300,344.78,2025-11-18,2025-11-24,2025-11-24,On Time
64258,64258,4,8,2.8,0.1,0.03,200,239.16,2024-07-18,2024-07-21,2024-07-21,On Time
64259,64259,2,2,3.2,0.12,0.03,220,267.98,2025-04-22,2025-04-26,2025-04-27,On Time
64260,64260,8,10,6.0,0.32,0.09,300,356.41,2024-05-17,2024-05-23,2024-05-28,Late
64261,64261,6,6,2.2,0.06,0.015,240,219.57,2023-01-01,2023-01-04,2023-01-04,On Time
64262,64262,8,6,6.0,0.32,0.09,300,319.3,2023-06-19,2023-06-25,2023-06-26,On Time
64263,64263,3,1,4.8,0.24,0.07,260,292.36,2025-01-06,2025-01-11,2025-01-12,On Time
64264,64264,8,5,6.0,0.32,0.09,300,361.22,2023-12-02,2023-12-08,2023-12-09,On Time
64265,64265,1,10,2.5,0.08,0.02,180,166.78,2023-12-08,2023-12-11,2023-12-12,On Time
64266,64266,9,9,3.0,0.09,0.025,190,221.73,2023-04-10,2023-04-13,2023-04-18,Late
64267,64267,10,2,4.0,0.18,0.05,250,269.28,2025-06-18,2025-06-22,2025-06-22,On Time
64268,64268,2,12,3.2,0.12,0.03,220,194.23,2023-04-08,2023-04-12,2023-04-13,On Time
64269,64269,4,7,2.8,0.1,0.03,200,188.43,2024-08-12,2024-08-15,2024-08-16,On Time
64270,64270,7,15,3.5,0.14,0.04,210,189.76,2023-12-08,2023-12-12,2023-12-12,On Time
64271,64271,7,11,3.5,0.14,0.04,210,213.5,2025-09-20,2025-09-24,2025-09-24,On Time
64272,64272,4,1,2.8,0.1,0.03,200,230.59,2024-12-31,2025-01-03,2025-01-04,On Time
64273,64273,10,1,4.0,0.18,0.05,250,247.5,2023-03-16,2023-03-20,2023-03-24,Late
64274,64274,8,11,6.0,0.32,0.09,300,303.4,2024-11-03,2024-11-09,2024-11-10,On Time
64275,64275,7,14,3.5,0.14,0.04,210,215.71,2023-07-01,2023-07-05,2023-07-07,On Time
64276,64276,8,14,6.0,0.32,0.09,300,328.7,2024-09-05,2024-09-11,2024-09-18,Late
64277,64277,7,9,3.5,0.14,0.04,210,237.18,2023-09-24,2023-09-28,2023-09-30,On Time
64278,64278,2,2,3.2,0.12,0.03,220,268.75,2025-03-31,2025-04-04,2025-04-06,On Time
64279,64279,8,6,6.0,0.32,0.09,300,325.35,2024-06-02,2024-06-08,2024-06-09,On Time
64280,64280,4,3,2.8,0.1,0.03,200,202.12,2024-04-08,2024-04-11,2024-04-11,On Time
64281,64281,8,4,6.0,0.32,0.09,300,365.38,2025-08-20,2025-08-26,2025-08-27,On Time
64282,64282,1,12,2.5,0.08,0.02,180,161.41,2024-04-29,2024-05-02,2024-05-04,On Time
64283,64283,5,4,5.2,0.28,0.08,280,312.57,2023-09-15,2023-09-21,2023-09-22,On Time
64284,64284,7,1,3.5,0.14,0.04,210,218.95,2024-07-21,2024-07-25,2024-07-31,Late
64285,64285,10,8,4.0,0.18,0.05,250,302.41,2025-06-06,2025-06-10,2025-06-10,On Time
64286,64286,10,12,4.0,0.18,0.05,250,292.73,2023-03-14,2023-03-18,2023-03-18,On Time
64287,64287,7,7,3.5,0.14,0.04,210,255.1,2023-11-06,2023-11-10,2023-11-10,On Time
64288,64288,9,8,3.0,0.09,0.025,190,175.73,2024-09-29,2024-10-02,2024-10-02,On Time
64289,64289,4,3,2.8,0.1,0.03,200,203.21,2023-09-22,2023-09-25,,Failed
64290,64290,3,1,4.8,0.24,0.07,260,285.99,2025-04-02,2025-04-07,2025-04-08,On Time
64291,64291,9,10,3.0,0.09,0.025,190,204.82,2023-03-04,2023-03-07,2023-03-09,On Time
64292,64292,7,1,3.5,0.14,0.04,210,234.33,2023-10-16,2023-10-20,2023-10-21,On Time
64293,64293,10,10,4.0,0.18,0.05,250,296.92,2024-10-06,2024-10-10,2024-10-12,On Time
64294,64294,8,4,6.0,0.32,0.09,300,318.04,2025-07-25,2025-07-31,2025-08-04,Late
64295,64295,10,6,4.0,0.18,0.05,250,241.22,2024-01-23,2024-01-27,2024-01-28,On Time
64296,64296,3,11,4.8,0.24,0.07,260,268.23,2023-10-19,2023-10-24,2023-10-25,On Time
64297,64297,7,13,3.5,0.14,0.04,210,240.1,2025-10-13,2025-10-17,2025-10-19,On Time
64298,64298,3,14,4.8,0.24,0.07,260,254.03,2024-07-16,2024-07-21,2024-07-25,Late
64299,64299,5,2,5.2,0.28,0.08,280,330.25,2023-08-10,2023-08-16,2023-08-17,On Time
64300,64300,10,1,4.0,0.18,0.05,250,278.53,2025-08-16,2025-08-20,2025-08-22,On Time
64301,64301,10,3,4.0,0.18,0.05,250,234.83,2023-02-01,2023-02-05,2023-02-06,On Time
64302,64302,6,1,2.2,0.06,0.015,240,204.41,2025-03-19,2025-03-22,2025-03-23,On Time
64303,64303,5,1,5.2,0.28,0.08,280,347.92,2025-09-19,2025-09-25,2025-09-25,On Time
64304,64304,10,13,4.0,0.18,0.05,250,287.82,2024-09-23,2024-09-27,,Failed
64305,64305,4,12,2.8,0.1,0.03,200,226.69,2025-09-29,2025-10-02,2025-10-04,On Time
64306,64306,10,12,4.0,0.18,0.05,250,296.0,2024-11-13,2024-11-17,2024-11-19,On Time
64307,64307,3,9,4.8,0.24,0.07,260,285.74,2024-10-16,2024-10-21,2024-10-21,On Time
64308,64308,1,3,2.5,0.08,0.02,180,154.99,2023-04-30,2023-05-03,2023-05-05,On Time
64309,64309,3,12,4.8,0.24,0.07,260,270.7,2023-07-15,2023-07-20,2023-07-22,On Time
64310,64310,5,12,5.2,0.28,0.08,280,273.69,2025-02-05,2025-02-11,2025-02-12,On Time
64311,64311,2,13,3.2,0.12,0.03,220,272.8,2025-01-17,2025-01-21,2025-01-22,On Time
64312,64312,7,12,3.5,0.14,0.04,210,204.64,2024-11-01,2024-11-05,2024-11-06,On Time
64313,64313,6,8,2.2,0.06,0.015,240,259.99,2023-08-18,2023-08-21,2023-08-23,On Time
64314,64314,5,12,5.2,0.28,0.08,280,263.43,2023-04-03,2023-04-09,2023-04-09,On Time
64315,64315,10,1,4.0,0.18,0.05,250,240.82,2023-04-04,2023-04-08,2023-04-08,On Time
64316,64316,10,3,4.0,0.18,0.05,250,271.36,2023-05-17,2023-05-21,2023-05-23,On Time
64317,64317,3,5,4.8,0.24,0.07,260,240.35,2023-08-28,2023-09-02,2023-09-08,Late
64318,64318,5,1,5.2,0.28,0.08,280,280.0,2025-11-30,2025-12-06,2025-12-11,Late
64319,64319,1,1,2.5,0.08,0.02,180,166.75,2025-05-04,2025-05-07,2025-05-11,Late
64320,64320,4,8,2.8,0.1,0.03,200,174.4,2023-07-15,2023-07-18,2023-07-20,On Time
64321,64321,9,15,3.0,0.09,0.025,190,180.79,2023-12-03,2023-12-06,,Failed
64322,64322,4,11,2.8,0.1,0.03,200,240.71,2025-09-08,2025-09-11,2025-09-13,On Time
64323,64323,10,11,4.0,0.18,0.05,250,230.25,2024-05-07,2024-05-11,2024-05-12,On Time
64324,64324,8,7,6.0,0.32,0.09,300,270.77,2023-10-30,2023-11-05,2023-11-07,On Time
64325,64325,4,2,2.8,0.1,0.03,200,193.02,2023-12-26,2023-12-29,2023-12-31,On Time
64326,64326,6,6,2.2,0.06,0.015,240,237.73,2024-03-10,2024-03-13,2024-03-15,On Time
64327,64327,6,5,2.2,0.06,0.015,240,276.21,2024-08-18,2024-08-21,2024-08-21,On Time
64328,64328,8,6,6.0,0.32,0.09,300,261.81,2024-08-31,2024-09-06,2024-09-07,On Time
64329,64329,2,7,3.2,0.12,0.03,220,216.56,2024-08-06,2024-08-10,2024-08-11,On Time
64330,64330,4,14,2.8,0.1,0.03,200,208.21,2024-11-16,2024-11-19,2024-11-21,On Time
64331,64331,4,12,2.8,0.1,0.03,200,215.66,2023-11-22,2023-11-25,2023-11-26,On Time
64332,64332,3,2,4.8,0.24,0.07,260,299.35,2024-06-29,2024-07-04,2024-07-04,On Time
64333,64333,9,11,3.0,0.09,0.025,190,232.78,2025-06-28,2025-07-01,2025-07-03,On Time
64334,64334,8,5,6.0,0.32,0.09,300,288.22,2024-01-17,2024-01-23,2024-01-25,On Time
64335,64335,5,14,5.2,0.28,0.08,280,338.27,2025-12-12,2025-12-18,2025-12-20,On Time
64336,64336,10,11,4.0,0.18,0.05,250,268.57,2024-06-30,2024-07-04,2024-07-04,On Time
64337,64337,8,13,6.0,0.32,0.09,300,278.14,2024-02-16,2024-02-22,2024-02-22,On Time
64338,64338,4,11,2.8,0.1,0.03,200,199.7,2025-02-06,2025-02-09,2025-02-09,On Time
64339,64339,3,14,4.8,0.24,0.07,260,224.42,2024-03-04,2024-03-09,2024-03-15,Late
64340,64340,9,7,3.0,0.09,0.025,190,182.46,2024-03-10,2024-03-13,2024-03-15,On Time
64341,64341,10,13,4.0,0.18,0.05,250,239.67,2024-02-15,2024-02-19,2024-02-21,On Time
64342,64342,6,2,2.2,0.06,0.015,240,297.51,2024-08-20,2024-08-23,2024-08-23,On Time
64343,64343,7,3,3.5,0.14,0.04,210,219.63,2023-02-15,2023-02-19,2023-02-19,On Time
64344,64344,4,6,2.8,0.1,0.03,200,221.8,2024-02-20,2024-02-23,2024-02-24,On Time
64345,64345,8,9,6.0,0.32,0.09,300,340.29,2025-04-21,2025-04-27,2025-05-03,Late
64346,64346,2,6,3.2,0.12,0.03,220,263.84,2023-12-28,2024-01-01,2024-01-03,On Time
64347,64347,8,7,6.0,0.32,0.09,300,357.46,2024-08-13,2024-08-19,2024-08-23,Late
64348,64348,1,2,2.5,0.08,0.02,180,153.5,2023-11-24,2023-11-27,2023-11-27,On Time
64349,64349,1,8,2.5,0.08,0.02,180,189.89,2025-10-28,2025-10-31,2025-11-02,On Time
64350,64350,1,9,2.5,0.08,0.02,180,206.09,2023-09-03,2023-09-06,2023-09-08,On Time
64351,64351,6,3,2.2,0.06,0.015,240,257.2,2025-05-01,2025-05-04,2025-05-05,On Time
64352,64352,3,3,4.8,0.24,0.07,260,283.52,2025-04-13,2025-04-18,2025-04-26,Late
64353,64353,10,1,4.0,0.18,0.05,250,250.38,2024-03-20,2024-03-24,,Failed
64354,64354,1,14,2.5,0.08,0.02,180,221.31,2025-12-14,2025-12-17,2025-12-19,On Time
64355,64355,9,1,3.0,0.09,0.025,190,214.12,2025-12-17,2025-12-20,2025-12-26,Late
64356,64356,3,14,4.8,0.24,0.07,260,283.39,2023-02-01,2023-02-06,2023-02-07,On Time
64357,64357,5,10,5.2,0.28,0.08,280,320.69,2024-09-15,2024-09-21,2024-09-23,On Time
64358,64358,8,7,6.0,0.32,0.09,300,314.62,2023-08-03,2023-08-09,2023-08-11,On Time
64359,64359,8,13,6.0,0.32,0.09,300,361.19,2025-12-30,2026-01-05,2026-01-06,On Time
64360,64360,1,9,2.5,0.08,0.02,180,212.11,2025-11-22,2025-11-25,2025-11-26,On Time
64361,64361,5,9,5.2,0.28,0.08,280,300.87,2024-04-08,2024-04-14,2024-04-19,Late
64362,64362,8,4,6.0,0.32,0.09,300,287.63,2024-01-10,2024-01-16,2024-01-17,On Time
64363,64363,4,2,2.8,0.1,0.03,200,207.19,2025-06-16,2025-06-19,2025-06-19,On Time
64364,64364,2,11,3.2,0.12,0.03,220,260.61,2024-03-02,2024-03-06,2024-03-08,On Time
64365,64365,5,3,5.2,0.28,0.08,280,260.71,2025-03-11,2025-03-17,2025-03-19,On Time
64366,64366,8,12,6.0,0.32,0.09,300,265.93,2024-12-27,2025-01-02,2025-01-08,Late
64367,64367,10,8,4.0,0.18,0.05,250,309.75,2023-11-08,2023-11-12,2023-11-14,Late
64368,64368,9,6,3.0,0.09,0.025,190,228.48,2024-01-22,2024-01-25,2024-01-25,On Time
64369,64369,8,11,6.0,0.32,0.09,300,316.95,2025-10-19,2025-10-25,2025-10-25,On Time
64370,64370,8,12,6.0,0.32,0.09,300,265.96,2024-06-23,2024-06-29,2024-06-29,On Time
64371,64371,6,12,2.2,0.06,0.015,240,279.62,2024-04-02,2024-04-05,2024-04-07,On Time
64372,64372,1,15,2.5,0.08,0.02,180,203.98,2025-09-14,2025-09-17,2025-09-19,On Time
64373,64373,7,6,3.5,0.14,0.04,210,221.76,2024-09-19,2024-09-23,2024-09-24,On Time
64374,64374,2,7,3.2,0.12,0.03,220,239.11,2024-09-11,2024-09-15,2024-09-16,On Time
64375,64375,1,1,2.5,0.08,0.02,180,204.73,2024-03-02,2024-03-05,2024-03-06,On Time
64376,64376,5,8,5.2,0.28,0.08,280,321.59,2024-12-31,2025-01-06,2025-01-11,Late
64377,64377,6,8,2.2,0.06,0.015,240,295.69,2023-02-18,2023-02-21,2023-02-25,Late
64378,64378,8,7,6.0,0.32,0.09,300,309.37,2023-08-26,2023-09-01,2023-09-04,Late
64379,64379,9,15,3.0,0.09,0.025,190,162.0,2025-06-17,2025-06-20,2025-06-21,On Time
64380,64380,4,3,2.8,0.1,0.03,200,194.57,2023-10-14,2023-10-17,2023-10-18,On Time
64381,64381,3,3,4.8,0.24,0.07,260,259.68,2025-12-14,2025-12-19,,Failed
64382,64382,1,15,2.5,0.08,0.02,180,165.04,2025-09-04,2025-09-07,2025-09-08,On Time
64383,64383,6,12,2.2,0.06,0.015,240,213.73,2024-02-23,2024-02-26,2024-02-27,On Time
64384,64384,4,11,2.8,0.1,0.03,200,206.6,2025-10-02,2025-10-05,2025-10-05,On Time
64385,64385,1,13,2.5,0.08,0.02,180,175.93,2025-02-22,2025-02-25,2025-02-25,On Time
64386,64386,1,1,2.5,0.08,0.02,180,183.6,2025-06-03,2025-06-06,2025-06-08,On Time
64387,64387,1,11,2.5,0.08,0.02,180,223.43,2024-05-30,2024-06-02,2024-06-02,On Time
64388,64388,6,11,2.2,0.06,0.015,240,245.11,2023-05-14,2023-05-17,2023-05-18,On Time
64389,64389,9,5,3.0,0.09,0.025,190,214.62,2024-08-22,2024-08-25,2024-08-27,On Time
64390,64390,2,6,3.2,0.12,0.03,220,215.54,2025-06-16,2025-06-20,2025-06-21,On Time
64391,64391,6,12,2.2,0.06,0.015,240,258.08,2023-04-10,2023-04-13,2023-04-13,On Time
64392,64392,1,12,2.5,0.08,0.02,180,175.24,2023-01-22,2023-01-25,2023-01-26,On Time
64393,64393,8,2,6.0,0.32,0.09,300,266.28,2025-06-18,2025-06-24,2025-06-26,On Time
64394,64394,7,5,3.5,0.14,0.04,210,219.04,2024-10-15,2024-10-19,2024-10-21,On Time
64395,64395,9,14,3.0,0.09,0.025,190,172.48,2024-07-26,2024-07-29,2024-07-29,On Time
64396,64396,4,3,2.8,0.1,0.03,200,235.68,2025-01-10,2025-01-13,2025-01-13,On Time
64397,64397,2,4,3.2,0.12,0.03,220,248.44,2025-01-19,2025-01-23,2025-01-24,On Time
64398,64398,9,12,3.0,0.09,0.025,190,215.04,2024-04-12,2024-04-15,2024-04-15,On Time
64399,64399,3,2,4.8,0.24,0.07,260,294.69,2024-10-31,2024-11-05,2024-11-06,On Time
64400,64400,3,6,4.8,0.24,0.07,260,314.81,2024-06-09,2024-06-14,2024-06-14,On Time
64401,64401,1,7,2.5,0.08,0.02,180,200.56,2023-08-15,2023-08-18,2023-08-19,On Time
64402,64402,2,1,3.2,0.12,0.03,220,261.44,2025-03-24,2025-03-28,2025-03-29,On Time
64403,64403,2,3,3.2,0.12,0.03,220,269.24,2024-02-17,2024-02-21,2024-02-23,On Time
64404,64404,8,2,6.0,0.32,0.09,300,291.02,2025-09-07,2025-09-13,2025-09-15,On Time
64405,64405,7,6,3.5,0.14,0.04,210,224.23,2024-03-11,2024-03-15,2024-03-15,On Time
64406,64406,4,4,2.8,0.1,0.03,200,191.37,2023-07-27,2023-07-30,2023-08-01,On Time
64407,64407,9,1,3.0,0.09,0.025,190,207.09,2025-06-26,2025-06-29,2025-06-30,On Time
64408,64408,7,15,3.5,0.14,0.04,210,237.45,2023-06-01,2023-06-05,2023-06-05,On Time
64409,64409,8,10,6.0,0.32,0.09,300,362.55,2025-12-17,2025-12-23,2025-12-23,On Time
64410,64410,6,14,2.2,0.06,0.015,240,233.47,2024-11-21,2024-11-24,2024-11-24,On Time
64411,64411,2,15,3.2,0.12,0.03,220,237.19,2024-06-11,2024-06-15,2024-06-15,On Time
64412,64412,8,3,6.0,0.32,0.09,300,347.95,2023-09-10,2023-09-16,2023-09-17,On Time
64413,64413,10,3,4.0,0.18,0.05,250,260.62,2023-08-10,2023-08-14,2023-08-20,Late
64414,64414,1,2,2.5,0.08,0.02,180,172.9,2023-08-01,2023-08-04,2023-08-06,On Time
64415,64415,8,9,6.0,0.32,0.09,300,317.62,2025-07-01,2025-07-07,2025-07-10,Late
64416,64416,3,1,4.8,0.24,0.07,260,234.12,2023-08-12,2023-08-17,2023-08-18,On Time
64417,64417,7,6,3.5,0.14,0.04,210,182.68,2023-02-09,2023-02-13,2023-02-14,On Time
64418,64418,9,3,3.0,0.09,0.025,190,224.95,2023-08-04,2023-08-07,2023-08-07,On Time
64419,64419,9,3,3.0,0.09,0.025,190,211.0,2024-10-30,2024-11-02,2024-11-04,On Time
64420,64420,8,12,6.0,0.32,0.09,300,371.82,2024-06-06,2024-06-12,2024-06-13,On Time
64421,64421,7,11,3.5,0.14,0.04,210,212.48,2024-02-13,2024-02-17,2024-02-17,On Time
64422,64422,8,13,6.0,0.32,0.09,300,316.52,2025-11-22,2025-11-28,2025-12-04,Late
64423,64423,7,1,3.5,0.14,0.04,210,211.37,2024-01-12,2024-01-16,2024-01-17,On Time
64424,64424,5,13,5.2,0.28,0.08,280,249.19,2025-06-26,2025-07-02,2025-07-04,On Time
64425,64425,2,9,3.2,0.12,0.03,220,249.53,2023-05-17,2023-05-21,2023-05-23,On Time
64426,64426,6,10,2.2,0.06,0.015,240,260.83,2024-08-18,2024-08-21,2024-08-23,On Time
64427,64427,6,2,2.2,0.06,0.015,240,295.59,2023-05-24,2023-05-27,2023-05-29,On Time
64428,64428,8,5,6.0,0.32,0.09,300,312.99,2023-03-30,2023-04-05,2023-04-06,On Time
64429,64429,5,5,5.2,0.28,0.08,280,288.14,2025-01-15,2025-01-21,2025-01-21,On Time
64430,64430,7,13,3.5,0.14,0.04,210,181.94,2025-01-07,2025-01-11,,Failed
64431,64431,10,13,4.0,0.18,0.05,250,272.73,2024-09-21,2024-09-25,2024-09-27,On Time
64432,64432,4,5,2.8,0.1,0.03,200,187.52,2024-05-09,2024-05-12,2024-05-12,On Time
64433,64433,10,3,4.0,0.18,0.05,250,268.55,2023-10-24,2023-10-28,2023-10-28,On Time
64434,64434,8,1,6.0,0.32,0.09,300,269.65,2025-05-03,2025-05-09,2025-05-11,On Time
64435,64435,9,7,3.0,0.09,0.025,190,186.63,2023-07-27,2023-07-30,2023-07-30,On Time
64436,64436,8,3,6.0,0.32,0.09,300,339.45,2024-06-25,2024-07-01,2024-07-01,On Time
64437,64437,3,11,4.8,0.24,0.07,260,224.9,2025-10-30,2025-11-04,2025-11-08,Late
64438,64438,7,5,3.5,0.14,0.04,210,190.21,2025-01-02,2025-01-06,2025-01-06,On Time
64439,64439,7,9,3.5,0.14,0.04,210,251.85,2025-07-15,2025-07-19,2025-07-19,On Time
64440,64440,2,7,3.2,0.12,0.03,220,237.64,2023-08-08,2023-08-12,2023-08-12,On Time
64441,64441,10,12,4.0,0.18,0.05,250,247.34,2023-01-29,2023-02-02,,Failed
64442,64442,1,5,2.5,0.08,0.02,180,175.74,2025-07-02,2025-07-05,2025-07-06,On Time
64443,64443,7,8,3.5,0.14,0.04,210,259.58,2024-09-08,2024-09-12,2024-09-12,On Time
64444,64444,3,10,4.8,0.24,0.07,260,243.31,2025-05-04,2025-05-09,2025-05-09,On Time
64445,64445,10,10,4.0,0.18,0.05,250,223.54,2025-07-12,2025-07-16,2025-07-21,Late
64446,64446,6,5,2.2,0.06,0.015,240,257.23,2024-02-14,2024-02-17,2024-02-19,On Time
64447,64447,7,4,3.5,0.14,0.04,210,229.57,2023-05-02,2023-05-06,2023-05-11,Late
64448,64448,1,6,2.5,0.08,0.02,180,221.88,2025-11-22,2025-11-25,2025-11-26,On Time
64449,64449,8,2,6.0,0.32,0.09,300,369.83,2023-12-01,2023-12-07,,Failed
64450,64450,2,11,3.2,0.12,0.03,220,269.09,2023-06-25,2023-06-29,2023-07-01,On Time
64451,64451,2,8,3.2,0.12,0.03,220,211.48,2024-09-17,2024-09-21,2024-09-22,On Time
64452,64452,4,7,2.8,0.1,0.03,200,196.2,2023-01-22,2023-01-25,2023-01-25,On Time
64453,64453,8,6,6.0,0.32,0.09,300,320.47,2023-03-07,2023-03-13,2023-03-13,On Time
64454,64454,5,11,5.2,0.28,0.08,280,323.69,2025-04-16,2025-04-22,2025-04-23,On Time
64455,64455,7,12,3.5,0.14,0.04,210,196.79,2023-04-07,2023-04-11,2023-04-13,On Time
64456,64456,6,14,2.2,0.06,0.015,240,205.12,2024-10-20,2024-10-23,2024-10-24,On Time
64457,64457,4,1,2.8,0.1,0.03,200,214.88,2024-05-11,2024-05-14,2024-05-16,On Time
64458,64458,2,4,3.2,0.12,0.03,220,241.82,2023-05-02,2023-05-06,2023-05-08,On Time
64459,64459,4,15,2.8,0.1,0.03,200,190.45,2025-10-30,2025-11-02,2025-11-02,On Time
64460,64460,8,5,6.0,0.32,0.09,300,325.99,2023-06-24,2023-06-30,2023-06-30,On Time
64461,64461,1,12,2.5,0.08,0.02,180,162.71,2024-12-14,2024-12-17,2024-12-18,On Time
64462,64462,6,1,2.2,0.06,0.015,240,242.57,2023-05-24,2023-05-27,2023-05-28,On Time
64463,64463,5,12,5.2,0.28,0.08,280,247.92,2024-10-08,2024-10-14,2024-10-16,On Time
64464,64464,8,13,6.0,0.32,0.09,300,284.68,2023-07-02,2023-07-08,2023-07-13,Late
64465,64465,4,5,2.8,0.1,0.03,200,205.02,2025-08-31,2025-09-03,2025-09-03,On Time
64466,64466,10,7,4.0,0.18,0.05,250,268.24,2024-05-20,2024-05-24,2024-05-28,Late
64467,64467,7,6,3.5,0.14,0.04,210,253.01,2023-01-10,2023-01-14,2023-01-15,On Time
64468,64468,4,15,2.8,0.1,0.03,200,211.96,2023-02-25,2023-02-28,2023-03-01,On Time
64469,64469,6,12,2.2,0.06,0.015,240,292.2,2024-08-18,2024-08-21,2024-08-23,On Time
64470,64470,8,12,6.0,0.32,0.09,300,360.93,2024-07-23,2024-07-29,2024-07-31,On Time
64471,64471,1,7,2.5,0.08,0.02,180,199.91,2023-12-29,2024-01-01,2024-01-01,On Time
64472,64472,4,14,2.8,0.1,0.03,200,191.75,2024-10-25,2024-10-28,2024-10-28,On Time
64473,64473,6,15,2.2,0.06,0.015,240,234.04,2025-05-23,2025-05-26,2025-05-27,On Time
64474,64474,2,10,3.2,0.12,0.03,220,272.51,2025-03-08,2025-03-12,2025-03-12,On Time
64475,64475,8,8,6.0,0.32,0.09,300,297.05,2025-04-01,2025-04-07,2025-04-09,On Time
64476,64476,3,8,4.8,0.24,0.07,260,309.46,2025-11-02,2025-11-07,2025-11-08,On Time
64477,64477,6,3,2.2,0.06,0.015,240,285.08,2023-08-15,2023-08-18,2023-08-18,On Time
64478,64478,8,7,6.0,0.32,0.09,300,355.2,2023-04-01,2023-04-07,2023-04-10,Late
64479,64479,7,2,3.5,0.14,0.04,210,229.77,2023-05-13,2023-05-17,2023-05-19,On Time
64480,64480,1,3,2.5,0.08,0.02,180,207.13,2023-02-08,2023-02-11,2023-02-13,On Time
64481,64481,1,5,2.5,0.08,0.02,180,223.14,2023-11-18,2023-11-21,2023-11-22,On Time
64482,64482,3,5,4.8,0.24,0.07,260,272.02,2023-06-02,2023-06-07,2023-06-07,On Time
64483,64483,7,2,3.5,0.14,0.04,210,219.5,2025-10-06,2025-10-10,2025-10-10,On Time
64484,64484,3,8,4.8,0.24,0.07,260,308.93,2024-01-05,2024-01-10,2024-01-10,On Time
64485,64485,10,15,4.0,0.18,0.05,250,220.11,2023-08-28,2023-09-01,2023-09-02,On Time
64486,64486,4,2,2.8,0.1,0.03,200,200.12,2024-07-29,2024-08-01,2024-08-03,On Time
64487,64487,3,9,4.8,0.24,0.07,260,323.67,2024-04-16,2024-04-21,2024-04-23,On Time
