ProductID,WarehouseID,SnapshotDate,OpeningStock,UnitsReceived,UnitsSold,UnitsReturned,ClosingStock,ReorderLevel
895,2,2025-11-30,626,152,116,8,670,40
895,2,2025-12-31,212,7,219,26,26,121
895,3,2025-10-31,114,38,152,17,17,53
895,3,2025-11-30,762,285,198,18,867,141
895,3,2025-12-31,75,259,105,8,237,176
895,4,2025-10-31,287,120,342,26,91,151
895,4,2025-11-30,167,354,367,30,184,115
895,4,2025-12-31,751,85,110,12,738,69
895,5,2025-10-31,398,282,117,4,567,143
895,5,2025-11-30,646,211,215,12,654,34
895,5,2025-12-31,608,139,143,9,613,111
895,6,2025-10-31,498,226,384,28,368,44
895,6,2025-11-30,113,28,141,16,16,42
895,6,2025-12-31,189,36,58,6,173,120
895,7,2025-10-31,565,294,98,10,771,49
895,7,2025-11-30,94,144,91,9,156,152
895,7,2025-12-31,766,365,103,7,1035,107
895,8,2025-10-31,241,270,331,29,209,36
895,8,2025-11-30,496,316,189,16,639,96
895,8,2025-12-31,60,202,262,18,18,30
895,9,2025-10-31,229,180,409,30,30,49
895,9,2025-11-30,646,159,54,8,759,31
895,9,2025-12-31,696,241,445,39,531,162
895,10,2025-10-31,405,115,65,4,459,32
895,10,2025-11-30,474,209,227,17,473,105
895,10,2025-12-31,799,251,173,17,894,74
895,11,2025-10-31,460,206,280,25,411,134
895,11,2025-11-30,389,203,68,4,528,67
895,11,2025-12-31,326,431,707,51,101,70
895,12,2025-10-31,621,154,38,4,741,147
895,12,2025-11-30,129,325,306,25,173,158
895,12,2025-12-31,383,80,26,4,441,78
895,13,2025-10-31,103,170,154,13,132,78
895,13,2025-11-30,166,454,138,14,496,114
895,13,2025-12-31,672,315,52,5,940,71
895,14,2025-10-31,610,119,124,14,619,124
895,14,2025-11-30,710,115,94,7,738,41
895,14,2025-12-31,52,91,38,4,109,109
895,15,2025-10-31,533,6,44,3,498,31
895,15,2025-11-30,601,39,385,32,287,127
895,15,2025-12-31,700,220,117,8,811,159
896,1,2025-10-31,20,10,30,2,2,78
896,1,2025-11-30,235,415,32,3,621,169
896,1,2025-12-31,52,301,264,22,111,53
896,2,2025-10-31,643,119,183,16,595,166
896,2,2025-11-30,433,237,106,6,570,82
896,2,2025-12-31,219,322,105,5,441,45
896,3,2025-10-31,612,19,346,33,318,152
896,3,2025-11-30,561,214,287,23,511,65
896,3,2025-12-31,208,325,533,46,46,73
896,4,2025-10-31,582,498,38,3,1045,172
896,4,2025-11-30,149,43,192,15,15,75
896,4,2025-12-31,713,128,58,4,787,35
896,5,2025-10-31,529,295,687,47,184,157
896,5,2025-11-30,162,161,323,23,23,99
896,5,2025-12-31,362,453,266,17,566,145
896,6,2025-10-31,172,64,233,17,20,156
896,6,2025-11-30,569,162,316,32,447,125
896,6,2025-12-31,445,14,108,7,358,70
896,7,2025-10-31,574,44,248,22,392,115
896,7,2025-11-30,402,472,284,22,612,106
896,7,2025-12-31,293,358,289,23,385,110
896,8,2025-10-31,726,280,57,2,951,146
896,8,2025-11-30,406,421,207,12,632,44
896,8,2025-12-31,635,125,267,20,513,83
896,9,2025-10-31,60,321,381,38,38,166
896,9,2025-11-30,641,130,166,13,618,133
896,9,2025-12-31,35,314,81,5,273,167
896,10,2025-10-31,297,299,596,42,42,50
896,10,2025-11-30,716,442,313,29,874,170
896,10,2025-12-31,586,359,112,5,838,151
896,11,2025-10-31,670,369,195,11,855,82
896,11,2025-11-30,41,236,218,24,83,84
896,11,2025-12-31,266,35,225,20,96,52
896,12,2025-10-31,536,420,392,30,594,92
896,12,2025-11-30,682,373,29,4,1030,170
896,12,2025-12-31,519,325,532,49,361,42
896,13,2025-10-31,118,473,507,42,126,39
896,13,2025-11-30,459,93,438,46,160,46
896,13,2025-12-31,661,188,267,19,601,117
896,14,2025-10-31,189,56,78,7,174,80
896,14,2025-11-30,635,76,22,1,690,151
896,14,2025-12-31,492,139,178,9,462,56
896,15,2025-10-31,449,57,450,39,95,105
896,15,2025-11-30,583,386,132,14,851,129
896,15,2025-12-31,270,255,126,6,405,133
897,1,2025-10-31,286,148,90,15,359,90
897,1,2025-11-30,315,208,394,27,156,103
897,1,2025-12-31,110,105,215,8,8,75
897,2,2025-10-31,192,438,24,5,611,62
897,2,2025-11-30,148,131,279,26,26,94
897,2,2025-12-31,633,56,76,6,619,149
897,3,2025-10-31,523,305,388,25,465,54
897,3,2025-11-30,196,404,518,51,133,140
897,3,2025-12-31,196,30,84,7,149,72
897,4,2025-10-31,440,219,416,28,271,72
897,4,2025-11-30,328,127,90,8,373,60
897,4,2025-12-31,79,259,128,13,223,147
897,5,2025-10-31,265,430,263,18,450,112
897,5,2025-11-30,264,254,107,9,420,120
897,5,2025-12-31,86,469,555,41,41,115
897,6,2025-10-31,241,21,262,25,25,147
897,6,2025-11-30,313,167,414,28,94,163
897,6,2025-12-31,483,459,136,10,816,111
897,7,2025-10-31,422,23,97,7,355,76
897,7,2025-11-30,99,152,135,16,132,100
897,7,2025-12-31,744,177,121,14,814,96
897,8,2025-10-31,770,61,221,16,626,172
897,8,2025-11-30,98,38,136,13,13,141
897,8,2025-12-31,137,370,181,15,341,124
897,9,2025-10-31,404,134,273,19,284,67
897,9,2025-11-30,165,354,172,16,363,177
897,9,2025-12-31,662,1,405,42,300,168
897,10,2025-10-31,399,78,253,15,239,143
897,10,2025-11-30,350,58,155,10,263,72
897,10,2025-12-31,99,204,221,15,97,152
897,11,2025-10-31,21,433,150,13,317,168
897,11,2025-11-30,351,128,57,7,429,144
897,11,2025-12-31,721,79,97,8,711,118
897,12,2025-10-31,433,54,75,9,421,39
897,12,2025-11-30,54,388,442,34,34,133
897,12,2025-12-31,32,359,259,28,160,174
897,13,2025-10-31,97,115,212,23,23,152
897,13,2025-11-30,494,388,247,20,655,132
897,13,2025-12-31,500,45,299,20,266,64
897,14,2025-10-31,35,257,215,28,105,40
897,14,2025-11-30,223,385,163,16,461,153
897,14,2025-12-31,197,368,211,19,373,32
897,15,2025-10-31,710,75,185,15,615,160
897,15,2025-11-30,109,18,127,7,7,162
897,15,2025-12-31,25,77,102,4,4,32
898,1,2025-10-31,336,273,398,31,242,102
898,1,2025-11-30,73,344,122,8,303,77
898,1,2025-12-31,722,411,122,12,1023,66
898,2,2025-10-31,563,249,349,38,501,126
898,2,2025-11-30,390,215,109,9,505,36
898,2,2025-12-31,172,132,304,22,22,54
898,3,2025-10-31,749,496,157,10,1098,126
898,3,2025-11-30,35,496,164,18,385,55
898,3,2025-12-31,612,2,552,29,91,76
898,4,2025-10-31,476,223,647,57,109,156
898,4,2025-11-30,251,386,128,9,518,83
898,4,2025-12-31,724,279,694,49,358,85
898,5,2025-10-31,294,308,192,19,429,35
898,5,2025-11-30,720,170,272,20,638,40
898,5,2025-12-31,570,493,220,19,862,105
898,6,2025-10-31,37,111,74,10,84,145
898,6,2025-11-30,541,77,133,12,497,132
898,6,2025-12-31,251,20,177,13,107,171
898,7,2025-10-31,490,59,410,21,160,157
898,7,2025-11-30,571,261,389,25,468,98
898,7,2025-12-31,278,427,170,15,550,158
898,8,2025-10-31,399,375,76,5,703,150
898,8,2025-11-30,290,332,357,31,296,108
898,8,2025-12-31,392,25,417,27,27,125
898,9,2025-10-31,21,41,35,3,30,148
898,9,2025-11-30,592,95,254,19,452,146
898,9,2025-12-31,587,173,451,40,349,140
898,10,2025-10-31,121,475,137,14,473,156
898,10,2025-11-30,464,431,189,13,719,48
898,10,2025-12-31,629,392,431,36,626,167
898,11,2025-10-31,787,203,57,7,940,95
898,11,2025-11-30,570,262,362,26,496,51
898,11,2025-12-31,755,309,75,4,993,109
898,12,2025-10-31,772,460,75,3,1160,83
898,12,2025-11-30,305,107,208,16,220,168
898,12,2025-12-31,492,261,103,11,661,49
898,13,2025-10-31,519,278,44,6,759,51
898,13,2025-11-30,765,320,342,23,766,64
898,13,2025-12-31,679,79,365,34,427,41
898,14,2025-10-31,28,81,32,1,78,126
898,14,2025-11-30,195,145,55,5,290,64
898,14,2025-12-31,548,146,90,17,621,35
898,15,2025-10-31,137,15,152,12,12,39
898,15,2025-11-30,610,76,486,34,234,45
898,15,2025-12-31,252,20,272,27,27,68
899,1,2025-10-31,76,271,89,4,262,49
899,1,2025-11-30,482,254,87,7,656,50
899,1,2025-12-31,359,447,427,46,425,160
899,2,2025-10-31,509,449,155,12,815,85
899,2,2025-11-30,558,328,613,55,328,119
899,2,2025-12-31,724,55,47,2,734,50
899,3,2025-10-31,369,196,32,4,537,41
899,3,2025-11-30,794,208,227,13,788,41
899,3,2025-12-31,158,448,458,30,178,66
899,4,2025-10-31,591,469,456,44,648,86
899,4,2025-11-30,778,7,238,20,567,160
899,4,2025-12-31,739,121,191,11,680,48
899,5,2025-10-31,656,473,80,2,1051,49
899,5,2025-11-30,287,494,436,28,373,53
899,5,2025-12-31,68,12,73,5,12,161
899,6,2025-10-31,734,495,104,8,1133,68
899,6,2025-11-30,470,69,70,4,473,41
899,6,2025-12-31,682,57,69,7,677,93
899,7,2025-10-31,330,110,172,15,283,141
899,7,2025-11-30,363,113,217,13,272,78
899,7,2025-12-31,459,247,259,14,461,92
899,8,2025-10-31,406,470,508,39,407,31
899,8,2025-11-30,484,245,251,24,502,108
899,8,2025-12-31,742,317,145,10,924,156
899,9,2025-10-31,693,257,55,3,898,112
899,9,2025-11-30,561,444,189,14,830,156
899,9,2025-12-31,567,122,253,28,464,73
899,10,2025-10-31,375,67,442,24,24,77
899,10,2025-11-30,574,256,246,19,603,139
899,10,2025-12-31,657,138,56,4,743,96
899,11,2025-10-31,43,151,101,7,100,51
899,11,2025-11-30,398,341,59,6,686,33
899,11,2025-12-31,632,301,933,68,68,81
899,12,2025-10-31,651,12,161,8,510,151
899,12,2025-11-30,603,292,196,17,716,175
899,12,2025-12-31,254,79,257,22,98,121
899,13,2025-10-31,586,41,367,28,288,37
899,13,2025-11-30,740,164,59,6,851,141
899,13,2025-12-31,643,290,112,5,826,84
899,14,2025-10-31,664,348,190,16,838,133
899,14,2025-11-30,223,434,97,7,567,87
899,14,2025-12-31,99,202,97,7,211,93
899,15,2025-10-31,444,350,237,17,574,110
899,15,2025-11-30,237,283,72,5,453,161
899,15,2025-12-31,181,79,171,18,107,134
900,1,2025-10-31,457,395,306,18,564,163
900,1,2025-11-30,276,402,271,7,414,152
900,1,2025-12-31,459,317,136,9,649,56
900,2,2025-10-31,492,447,194,19,764,161
900,2,2025-11-30,657,184,492,40,389,44
900,2,2025-12-31,601,457,582,52,528,171
900,3,2025-10-31,434,313,166,11,592,57
900,3,2025-11-30,58,263,270,21,72,32
900,3,2025-12-31,719,427,178,12,980,138
900,4,2025-10-31,524,399,213,18,728,162
900,4,2025-11-30,507,446,507,42,488,127
900,4,2025-12-31,189,83,206,14,80,72
900,5,2025-10-31,771,410,257,16,940,76
900,5,2025-11-30,413,395,122,12,698,179
900,5,2025-12-31,327,341,521,31,178,101
900,6,2025-10-31,280,241,163,16,374,41
900,6,2025-11-30,551,338,643,61,307,134
900,6,2025-12-31,793,182,17,1,959,101
900,7,2025-10-31,25,25,50,2,2,38
900,7,2025-11-30,68,239,277,28,58,114
900,7,2025-12-31,101,435,416,34,154,33
900,8,2025-10-31,643,121,176,16,604,160
900,8,2025-11-30,427,331,72,3,689,137
900,8,2025-12-31,291,476,415,40,392,88
900,9,2025-10-31,22,407,34,1,396,168
900,9,2025-11-30,621,410,482,36,585,103
900,9,2025-12-31,527,236,366,43,440,165
900,10,2025-10-31,757,299,71,6,991,39
900,10,2025-11-30,234,374,227,17,398,159
900,10,2025-12-31,360,84,207,23,260,138
900,11,2025-10-31,123,367,56,3,437,122
900,11,2025-11-30,559,270,177,16,668,53
900,11,2025-12-31,24,343,108,2,261,48
900,12,2025-10-31,657,93,325,26,451,34
900,12,2025-11-30,667,415,206,12,888,105
900,12,2025-12-31,239,236,183,10,302,53
900,13,2025-10-31,112,296,285,20,143,149
900,13,2025-11-30,288,22,53,5,262,92
900,13,2025-12-31,639,184,540,41,324,126
900,14,2025-10-31,21,316,176,15,176,60
900,14,2025-11-30,545,360,208,20,717,145
900,14,2025-12-31,448,327,280,22,517,104
900,15,2025-10-31,665,271,568,49,417,100
900,15,2025-11-30,75,222,219,18,96,111
900,15,2025-12-31,576,204,32,0,748,62
901,1,2025-10-31,349,192,475,21,87,44
901,1,2025-11-30,30,447,14,1,464,158
901,1,2025-12-31,268,400,157,15,526,136
901,2,2025-10-31,171,131,302,16,16,66
901,2,2025-11-30,772,230,306,25,721,167
901,2,2025-12-31,333,398,209,10,532,70
901,3,2025-10-31,504,190,85,5,614,177
901,3,2025-11-30,256,90,123,8,231,106
901,3,2025-12-31,760,337,40,5,1062,92
901,4,2025-10-31,424,246,255,22,437,125
901,4,2025-11-30,487,369,58,4,802,74
901,4,2025-12-31,324,339,207,17,473,84
901,5,2025-10-31,468,146,182,9,441,120
901,5,2025-11-30,67,434,49,2,454,70
901,5,2025-12-31,735,6,375,33,399,87
901,6,2025-10-31,577,376,197,19,775,118
901,6,2025-11-30,716,182,52,6,852,118
901,6,2025-12-31,277,15,150,13,155,96
901,7,2025-10-31,447,353,186,8,622,122
901,7,2025-11-30,614,498,336,38,814,59
901,7,2025-12-31,253,456,644,37,102,102
901,8,2025-10-31,110,305,147,13,281,79
901,8,2025-11-30,564,232,80,5,721,110
901,8,2025-12-31,664,399,21,5,1047,95
901,9,2025-10-31,394,187,382,33,232,163
901,9,2025-11-30,173,388,281,18,298,103
901,9,2025-12-31,55,279,130,13,217,143
901,10,2025-10-31,274,491,151,14,628,52
901,10,2025-11-30,740,257,149,17,865,55
901,10,2025-12-31,690,389,579,51,551,149
901,11,2025-10-31,30,405,145,15,305,129
901,11,2025-11-30,388,71,330,29,158,79
901,11,2025-12-31,308,190,252,18,264,121
901,12,2025-10-31,693,174,74,6,799,146
901,12,2025-11-30,165,463,459,36,205,120
901,12,2025-12-31,389,187,116,11,471,149
901,13,2025-10-31,390,361,47,3,707,71
901,13,2025-11-30,98,346,431,26,39,175
901,13,2025-12-31,393,34,427,24,24,157
901,14,2025-10-31,479,68,186,17,378,46
901,14,2025-11-30,155,384,48,3,494,30
901,14,2025-12-31,33,470,248,17,272,57
901,15,2025-10-31,272,198,304,12,178,136
901,15,2025-11-30,544,176,343,30,407,127
901,15,2025-12-31,217,148,181,10,194,39
902,1,2025-10-31,557,94,83,4,572,73
902,1,2025-11-30,297,207,449,37,92,70
902,1,2025-12-31,180,445,310,17,332,61
902,2,2025-10-31,178,335,24,2,491,53
902,2,2025-11-30,349,298,467,40,220,71
902,2,2025-12-31,739,341,53,6,1033,56
902,3,2025-10-31,719,126,456,36,425,75
902,3,2025-11-30,147,499,292,16,370,98
902,3,2025-12-31,24,183,15,2,194,37
902,4,2025-10-31,435,60,495,38,38,120
902,4,2025-11-30,709,464,197,12,988,31
902,4,2025-12-31,285,199,216,23,291,133
902,5,2025-10-31,497,296,134,12,671,110
902,5,2025-11-30,272,461,130,6,609,35
902,5,2025-12-31,32,489,279,24,266,45
902,6,2025-10-31,456,322,258,12,532,172
902,6,2025-11-30,526,447,54,1,920,109
902,6,2025-12-31,761,42,89,5,719,71
902,7,2025-10-31,218,403,119,15,517,159
902,7,2025-11-30,709,5,147,10,577,62
902,7,2025-12-31,149,432,393,24,212,86
902,8,2025-10-31,770,189,87,4,876,135
902,8,2025-11-30,449,312,111,12,662,47
902,8,2025-12-31,249,381,342,28,316,173
902,9,2025-10-31,729,459,468,37,757,67
902,9,2025-11-30,347,286,61,6,578,55
902,9,2025-12-31,239,470,122,11,598,99
902,10,2025-10-31,349,298,131,13,529,177
902,10,2025-11-30,652,294,107,11,850,154
902,10,2025-12-31,195,393,291,17,314,46
902,11,2025-10-31,257,381,44,4,598,60
902,11,2025-11-30,594,209,157,10,656,107
902,11,2025-12-31,504,343,241,14,620,68
902,12,2025-10-31,168,41,209,9,9,172
902,12,2025-11-30,515,334,232,17,634,72
902,12,2025-12-31,330,253,149,13,447,33
902,13,2025-10-31,329,247,215,14,375,168
902,13,2025-11-30,67,301,140,10,238,133
902,13,2025-12-31,704,357,195,11,877,128
902,14,2025-10-31,715,29,191,15,568,131
902,14,2025-11-30,561,299,30,1,831,59
902,14,2025-12-31,161,370,351,33,213,148
902,15,2025-10-31,199,128,327,20,20,158
902,15,2025-11-30,431,108,296,20,263,44
902,15,2025-12-31,197,486,27,4,660,93
903,1,2025-10-31,208,406,286,30,358,92
903,1,2025-11-30,399,34,433,31,31,96
903,1,2025-12-31,53,201,254,20,20,105
903,2,2025-10-31,145,74,219,9,9,56
903,2,2025-11-30,632,219,251,21,621,79
903,2,2025-12-31,498,110,262,20,366,32
903,3,2025-10-31,735,246,16,3,968,95
903,3,2025-11-30,728,94,192,16,646,115
903,3,2025-12-31,608,89,215,16,498,138
903,4,2025-10-31,782,258,1040,76,76,36
903,4,2025-11-30,36,92,128,11,11,75
903,4,2025-12-31,138,168,306,24,24,42
903,5,2025-10-31,378,186,314,26,276,41
903,5,2025-11-30,431,93,112,7,419,123
903,5,2025-12-31,737,180,287,27,657,120
903,6,2025-10-31,453,247,82,6,624,115
903,6,2025-11-30,431,308,255,28,512,163
903,6,2025-12-31,677,484,104,8,1065,108
903,7,2025-10-31,352,252,6,2,600,134
903,7,2025-11-30,589,406,51,8,952,77
903,7,2025-12-31,356,282,342,27,323,123
903,8,2025-10-31,38,209,226,17,38,66
903,8,2025-11-30,581,77,226,15,447,47
903,8,2025-12-31,227,456,233,17,467,108
903,9,2025-10-31,89,232,163,6,164,30
903,9,2025-11-30,543,245,418,43,413,34
903,9,2025-12-31,364,368,255,29,506,40
903,10,2025-10-31,265,141,406,31,31,154
903,10,2025-11-30,568,270,363,28,503,75
903,10,2025-12-31,732,147,609,45,315,107
903,11,2025-10-31,107,311,186,18,250,179
903,11,2025-11-30,218,383,68,10,543,135
903,11,2025-12-31,725,497,365,25,882,167
903,12,2025-10-31,150,368,305,22,235,128
903,12,2025-11-30,383,10,115,11,289,134
903,12,2025-12-31,518,38,251,22,327,90
903,13,2025-10-31,191,198,305,33,117,161
903,13,2025-11-30,293,36,181,10,158,132
903,13,2025-12-31,372,319,118,5,578,89
903,14,2025-10-31,38,185,56,5,172,157
903,14,2025-11-30,469,451,67,2,855,135
903,14,2025-12-31,620,13,265,13,381,130
903,15,2025-10-31,645,202,415,28,460,112
903,15,2025-11-30,728,334,170,13,905,50
903,15,2025-12-31,491,222,125,15,603,50
904,1,2025-10-31,204,313,59,4,462,34
904,1,2025-11-30,191,143,334,25,25,81
904,1,2025-12-31,166,129,295,21,21,161
904,2,2025-10-31,709,318,24,2,1005,119
904,2,2025-11-30,335,50,104,5,286,71
904,2,2025-12-31,722,468,4,0,1186,164
904,3,2025-10-31,642,76,38,3,683,42
904,3,2025-11-30,257,80,221,15,131,152
904,3,2025-12-31,462,178,73,6,573,76
904,4,2025-10-31,544,254,22,2,778,119
904,4,2025-11-30,36,160,196,10,10,112
904,4,2025-12-31,428,490,143,13,788,97
904,5,2025-10-31,289,170,80,9,388,115
904,5,2025-11-30,525,426,360,32,623,50
904,5,2025-12-31,64,60,87,5,42,37
904,6,2025-10-31,118,387,413,35,127,50
904,6,2025-11-30,634,447,354,35,762,86
904,6,2025-12-31,56,228,284,28,28,134
904,7,2025-10-31,397,352,117,7,639,139
904,7,2025-11-30,410,224,364,20,290,91
904,7,2025-12-31,102,414,259,17,274,114
904,8,2025-10-31,441,106,166,20,401,54
904,8,2025-11-30,723,408,73,6,1064,63
904,8,2025-12-31,231,61,292,29,29,121
904,9,2025-10-31,356,474,272,18,576,135
904,9,2025-11-30,542,411,163,12,802,31
904,9,2025-12-31,612,484,272,28,852,95
904,10,2025-10-31,20,444,184,17,297,159
904,10,2025-11-30,361,302,379,39,323,122
904,10,2025-12-31,669,262,232,18,717,106
904,11,2025-10-31,728,119,58,3,792,115
904,11,2025-11-30,233,438,193,15,493,150
904,11,2025-12-31,549,495,127,9,926,140
904,12,2025-10-31,430,31,184,16,293,174
904,12,2025-11-30,785,312,113,9,993,41
904,12,2025-12-31,795,351,226,18,938,133
904,13,2025-10-31,38,400,160,17,295,67
904,13,2025-11-30,259,158,93,9,333,90
904,13,2025-12-31,502,254,306,29,479,93
904,14,2025-10-31,560,299,302,23,580,131
904,14,2025-11-30,88,335,322,23,124,113
904,14,2025-12-31,332,369,50,4,655,62
904,15,2025-10-31,91,398,226,19,282,124
904,15,2025-11-30,274,345,221,19,417,107
904,15,2025-12-31,608,298,226,18,698,74
905,1,2025-10-31,412,160,222,15,365,49
905,1,2025-11-30,515,29,343,22,223,131
905,1,2025-12-31,301,206,211,17,313,53
905,2,2025-10-31,312,149,95,7,373,43
905,2,2025-11-30,303,194,189,14,322,157
905,2,2025-12-31,413,3,131,9,294,131
905,3,2025-10-31,188,159,347,25,25,162
905,3,2025-11-30,523,425,948,73,73,129
905,3,2025-12-31,100,26,121,9,14,137
905,4,2025-10-31,521,40,105,10,466,88
905,4,2025-11-30,708,479,370,33,850,172
905,4,2025-12-31,671,171,496,47,393,173
905,5,2025-10-31,95,433,528,46,46,128
905,5,2025-11-30,154,274,226,27,229,44
905,5,2025-12-31,641,79,248,21,493,153
905,6,2025-10-31,391,419,229,15,596,67
905,6,2025-11-30,451,432,239,16,660,113
905,6,2025-12-31,106,254,195,19,184,93
905,7,2025-10-31,94,308,121,7,288,167
905,7,2025-11-30,250,116,124,13,255,55
905,7,2025-12-31,319,75,262,26,158,33
905,8,2025-10-31,418,403,107,5,719,160
905,8,2025-11-30,701,64,587,50,228,111
905,8,2025-12-31,367,199,27,0,539,41
905,9,2025-10-31,292,121,100,10,323,154
905,9,2025-11-30,351,329,48,6,638,130
905,9,2025-12-31,777,38,281,18,552,77
905,10,2025-10-31,784,499,148,17,1152,167
905,10,2025-11-30,190,20,210,9,9,66
905,10,2025-12-31,650,345,362,31,664,140
905,11,2025-10-31,554,333,206,15,696,37
905,11,2025-11-30,223,355,150,9,437,43
905,11,2025-12-31,22,470,183,16,325,95
905,12,2025-10-31,59,137,84,7,119,159
905,12,2025-11-30,709,134,46,2,799,47
905,12,2025-12-31,694,72,374,26,418,68
905,13,2025-10-31,460,415,96,13,792,73
905,13,2025-11-30,388,487,193,19,701,67
905,13,2025-12-31,36,424,281,15,194,164
905,14,2025-10-31,728,195,312,23,634,167
905,14,2025-11-30,267,488,309,27,473,53
905,14,2025-12-31,130,234,237,22,149,92
905,15,2025-10-31,79,35,114,14,14,34
905,15,2025-11-30,257,391,153,15,510,132
905,15,2025-12-31,594,56,97,5,558,108
906,1,2025-10-31,168,90,258,17,17,148
906,1,2025-11-30,561,406,235,16,748,131
906,1,2025-12-31,345,108,59,6,400,134
906,2,2025-10-31,25,204,229,22,22,65
906,2,2025-11-30,465,432,94,11,814,128
906,2,2025-12-31,748,363,71,6,1046,119
906,3,2025-10-31,654,429,239,13,857,96
906,3,2025-11-30,25,327,273,16,95,33
906,3,2025-12-31,780,390,394,30,806,71
906,4,2025-10-31,73,342,162,9,262,156
906,4,2025-11-30,595,364,241,21,739,175
906,4,2025-12-31,436,7,293,25,175,98
906,5,2025-10-31,396,288,38,6,652,56
906,5,2025-11-30,130,36,151,11,26,116
906,5,2025-12-31,130,482,84,7,535,63
906,6,2025-10-31,690,416,241,18,883,175
906,6,2025-11-30,787,11,295,25,528,131
906,6,2025-12-31,653,348,142,12,871,105
906,7,2025-10-31,51,419,124,12,358,152
906,7,2025-11-30,661,130,148,14,657,126
906,7,2025-12-31,624,217,159,16,698,114
906,8,2025-10-31,21,466,110,8,385,36
906,8,2025-11-30,212,188,400,37,37,49
906,8,2025-12-31,240,300,318,27,249,123
906,9,2025-10-31,393,53,61,9,394,157
906,9,2025-11-30,117,16,133,9,9,59
906,9,2025-12-31,390,114,377,31,158,178
906,10,2025-10-31,312,202,419,32,127,98
906,10,2025-11-30,476,4,105,9,384,148
906,10,2025-12-31,527,67,538,42,98,166
906,11,2025-10-31,254,381,55,5,585,31
906,11,2025-11-30,680,296,104,5,877,104
906,11,2025-12-31,118,113,231,23,23,124
906,12,2025-10-31,50,335,35,4,354,177
906,12,2025-11-30,240,32,31,5,246,48
906,12,2025-12-31,771,46,817,71,71,122
906,13,2025-10-31,721,340,225,26,862,31
906,13,2025-11-30,145,194,146,13,206,58
906,13,2025-12-31,698,200,213,25,710,97
906,14,2025-10-31,439,369,92,7,723,112
906,14,2025-11-30,668,81,375,38,412,153
906,14,2025-12-31,191,449,242,19,417,33
906,15,2025-10-31,215,368,310,29,302,59
906,15,2025-11-30,103,478,215,13,379,123
906,15,2025-12-31,699,111,358,21,473,168
907,1,2025-10-31,302,320,264,21,379,79
907,1,2025-11-30,599,197,258,16,554,173
907,1,2025-12-31,726,40,461,38,343,142
907,2,2025-10-31,522,136,67,7,598,74
907,2,2025-11-30,468,105,271,18,320,145
907,2,2025-12-31,495,315,414,31,427,108
907,3,2025-10-31,219,65,150,10,144,114
907,3,2025-11-30,157,315,249,18,241,85
907,3,2025-12-31,250,35,285,20,20,112
907,4,2025-10-31,538,140,268,22,432,170
907,4,2025-11-30,193,377,140,14,444,168
907,4,2025-12-31,703,493,79,2,1119,45
907,5,2025-10-31,122,212,51,1,284,161
907,5,2025-11-30,52,272,237,19,106,161
907,5,2025-12-31,650,272,336,32,618,149
907,6,2025-10-31,174,34,142,14,80,160
907,6,2025-11-30,673,159,451,37,418,58
907,6,2025-12-31,558,197,132,10,633,117
907,7,2025-10-31,638,162,20,3,783,114
907,7,2025-11-30,313,164,101,6,382,71
907,7,2025-12-31,280,314,171,11,434,115
907,8,2025-10-31,400,267,82,14,599,41
907,8,2025-11-30,374,464,307,22,553,167
907,8,2025-12-31,677,145,270,17,569,151
907,9,2025-10-31,79,455,137,10,407,107
907,9,2025-11-30,128,50,53,2,127,105
907,9,2025-12-31,300,351,118,9,542,54
907,10,2025-10-31,411,37,118,9,339,142
907,10,2025-11-30,452,309,254,14,521,48
907,10,2025-12-31,424,250,210,16,480,42
907,11,2025-10-31,317,109,148,11,289,104
907,11,2025-11-30,758,64,196,14,640,121
907,11,2025-12-31,165,166,254,19,96,167
907,12,2025-10-31,789,275,334,23,753,66
907,12,2025-11-30,503,482,228,16,773,178
907,12,2025-12-31,220,418,299,26,365,91
907,13,2025-10-31,580,453,218,31,846,164
907,13,2025-11-30,73,335,308,17,117,46
907,13,2025-12-31,67,26,93,9,9,55
907,14,2025-10-31,473,27,500,41,41,125
907,14,2025-11-30,738,205,529,42,456,87
907,14,2025-12-31,655,486,62,5,1084,163
907,15,2025-10-31,263,374,83,9,563,150
907,15,2025-11-30,147,75,222,29,29,46
907,15,2025-12-31,504,490,153,7,848,83
908,1,2025-10-31,372,381,71,9,691,64
908,1,2025-11-30,761,39,361,23,462,109
908,1,2025-12-31,654,455,87,9,1031,62
908,2,2025-10-31,523,32,212,19,362,147
908,2,2025-11-30,663,76,247,20,512,152
908,2,2025-12-31,421,251,481,33,224,69
908,3,2025-10-31,645,44,151,19,557,86
908,3,2025-11-30,418,498,321,17,612,168
908,3,2025-12-31,727,210,38,5,904,157
908,4,2025-10-31,604,467,159,15,927,99
908,4,2025-11-30,146,161,157,14,164,116
908,4,2025-12-31,688,472,364,28,824,56
908,5,2025-10-31,252,110,191,18,189,174
908,5,2025-11-30,221,92,34,1,280,175
908,5,2025-12-31,315,316,369,29,291,168
908,6,2025-10-31,550,149,220,15,494,175
908,6,2025-11-30,220,395,559,51,107,105
908,6,2025-12-31,615,333,203,23,768,82
908,7,2025-10-31,742,121,33,4,834,150
908,7,2025-11-30,181,233,165,10,259,101
908,7,2025-12-31,134,346,123,12,369,87
908,8,2025-10-31,418,405,172,14,665,95
908,8,2025-11-30,272,299,161,10,420,150
