ProductID,ProductName,CategoryID,SellerID,CostPrice,ListPrice,ProductStatus
1295,More Peace 8977,2,12,8668.46,12299.53,Active
1296,Rather After 9548,9,336,4946.81,8767.87,Active
1297,Choice Various 3872,4,136,3311.37,4313.92,Active
1298,Business Paper 3776,5,455,2392.65,3582.82,Active
1299,Series Imagine 7195,24,200,6781.99,8633.96,Inactive
1300,Option Major 9439,8,7,4916.23,7020.68,Active
1301,Happen Step 9896,11,487,1571.91,2896.89,Active
1302,Soldier Under 3585,19,342,1899.65,2536.49,Active
1303,Smile At 315,14,250,3400.28,6446.6,Active
1304,Find Art 7425,11,199,3018.27,4496.85,Active
1305,Our Stage 8470,4,179,5623.17,11354.21,Inactive
1306,Week Goal 7164,17,90,5126.13,8040.94,Active
1307,Painting Western 9231,12,401,1618.3,3027.33,Inactive
1308,Policy Song 8488,14,36,1256.36,2097.39,Active
1309,Any Religious 5814,13,221,797.95,1253.63,Active
1310,Dinner Him 1884,22,402,2979.8,3686.76,Inactive
1311,Create Finish 2782,13,32,12665.38,17878.35,Active
1312,Act Officer 5148,15,431,2523.38,4680.08,Active
1313,Yourself Partner 5666,21,312,2932.39,4856.55,Active
1314,Describe Add 118,6,326,3661.47,7654.55,Active
1315,Resource Accept 8390,16,26,3022.19,5850.34,Active
1316,Experience According 8631,23,408,1126.16,1315.88,Active
1317,Us Action 8775,4,412,1717.59,3086.72,Active
1318,Increase Push 2590,18,203,2440.31,2839.72,Active
1319,Stock Plan 7137,10,397,10508.22,22610.54,Active
1320,Body Car 8664,10,12,7804.16,13038.68,Active
1321,Bed Talk 4659,1,363,1194.4,2062.95,Inactive
1322,Say Theory 5085,5,444,8700.95,13009.36,Inactive
1323,Issue Improve 7699,9,104,12031.98,17938.97,Active
1324,Inside Difficult 6716,17,428,4253.41,8129.72,Active
1325,Recent Analysis 2466,10,476,1840.19,2960.27,Active
1326,Do Brother 2473,15,218,3145.52,3881.71,Active
1327,Drop Use 138,8,451,10464.06,18060.0,Active
1328,Those Huge 5478,11,104,1207.42,1477.6,Active
1329,According Human 3022,8,273,2143.0,3972.38,Active
1330,Friend Fund 7656,8,154,4116.34,6348.57,Inactive
1331,Special Bring 6864,1,108,2252.84,2595.99,Active
1332,Model Item 6811,16,200,774.16,1175.4,Inactive
1333,Window Have 8042,24,493,1183.21,2524.11,Active
1334,Law Machine 6661,3,441,996.29,1782.3,Active
1335,Many Perform 9595,6,485,2088.29,3705.81,Active
1336,All White 6555,13,44,12601.22,25347.2,Active
1337,Value Add 2680,15,235,9028.02,16220.12,Active
1338,Prevent Foot 487,25,488,3067.98,5223.53,Active
1339,Per Suddenly 9513,3,278,5005.18,10433.23,Active
1340,Contain Particularly 450,23,443,3432.46,4071.14,Active
1341,Example Down 9849,9,456,2556.44,5008.36,Active
1342,Huge Trouble 8877,8,399,3072.15,6439.27,Active
1343,Though Rather 4401,10,207,2303.66,2721.5,Active
1344,Also Mr 6085,11,432,1077.56,2248.2,Active
1345,Whether Organization 979,12,212,3053.97,3624.01,Active
1346,Carry Painting 7690,23,228,1572.41,2166.13,Active
1347,Small More 1012,21,439,1970.97,4154.83,Active
1348,Focus Simply 7799,16,337,4307.05,5385.45,Active
1349,Anyone Along 7724,19,16,833.2,1045.35,Active
1350,Follow Develop 8579,7,89,1224.41,2421.4,Active
1351,South Until 5349,19,232,2955.36,6434.86,Active
1352,Animal In 8352,8,127,1154.31,2506.26,Active
1353,Kid Often 4319,9,429,1780.5,2101.14,Active
1354,Crime Heavy 2020,1,305,5901.74,11186.19,Active
1355,All Each 4616,20,491,2380.71,2745.6,Inactive
1356,Field See 5840,22,217,1628.58,3080.78,Inactive
1357,Story Two 2989,20,67,5578.05,11717.67,Active
1358,Pattern Candidate 5034,3,461,743.25,1040.85,Active
1359,Study On 8741,14,317,928.07,1460.23,Active
1360,Mrs Environmental 7294,9,148,988.95,1345.95,Active
1361,Impact Return 5162,15,194,1726.64,2325.7,Active
1362,Suddenly Social 8978,9,59,845.14,1783.15,Active
1363,Own Professional 9332,14,144,12984.21,17089.88,Inactive
1364,Strong Trouble 8820,22,362,372.24,655.72,Active
1365,Owner Address 510,12,313,4143.81,5068.72,Active
1366,Hard Land 1521,1,92,2144.27,3499.48,Active
1367,Amount Moment 7928,19,402,3120.2,6214.66,Active
1368,Station Structure 6792,4,134,1880.94,2331.47,Active
1369,Cold Important 2568,8,215,2468.67,3699.09,Active
1370,Director Consider 1809,23,365,1341.37,1714.95,Active
1371,Other Race 8764,15,12,7664.25,13314.62,Active
1372,Tend Think 5970,6,101,1036.48,2258.58,Inactive
1373,Eye Owner 1662,22,168,2614.75,3734.23,Inactive
1374,Forward Might 2373,5,259,20109.51,25571.04,Active
1375,Fly Student 1782,10,408,5574.75,7537.99,Active
1376,Kitchen Poor 301,14,196,1106.07,1334.1,Active
1377,Age Across 2402,10,98,8254.47,11338.38,Active
1378,Particular Sure 677,6,313,3826.87,6089.89,Active
1379,Girl Ground 4860,2,68,2068.33,2711.45,Active
1380,Ready Thing 4815,17,448,5632.42,6518.46,Active
1381,Level Nation 1992,16,23,8575.25,14661.13,Active
1382,Generation Note 3281,23,59,1650.23,2402.92,Inactive
1383,Anything Effect 7089,17,196,2054.17,4151.12,Active
1384,Something Surface 9285,23,388,1989.41,3374.96,Inactive
1385,Open Set 4756,6,135,4660.23,7653.29,Active
1386,Herself Manage 2406,21,479,6035.04,12530.89,Inactive
1387,Education Again 3198,25,461,4956.4,7224.75,Active
1388,Example Those 8849,24,88,1372.62,2358.46,Inactive
1389,Site Various 1604,20,301,13521.09,22458.91,Active
1390,Voice Operation 6490,24,165,1536.04,1883.57,Active
1391,Once Build 8063,24,294,3684.69,5584.53,Inactive
1392,Lay Investment 4826,6,356,2580.45,4822.42,Active
1393,Difficult Week 7381,7,48,1281.66,2781.62,Active
1394,Break Night 2315,16,348,3621.24,6456.08,Active
1395,Site Speech 506,7,279,3165.71,3764.57,Active
1396,Toward Hand 242,10,446,5227.39,8577.83,Inactive
1397,Watch Short 9345,11,49,2893.13,3915.68,Active
1398,Ball Front 4316,10,442,3590.49,5761.53,Inactive
1399,Bag During 2852,3,93,12658.27,27002.57,Active
1400,Option Air 4340,8,495,2571.99,5399.25,Active
1401,Eye Nothing 3671,3,184,800.23,1217.88,Active
1402,Rich Course 2323,16,188,6280.88,13193.39,Active
1403,War Every 8946,6,478,5965.03,7184.67,Active
1404,Be Good 7209,9,476,969.91,2022.95,Active
1405,But Tonight 1642,7,466,1118.9,2110.4,Active
1406,Fight Forget 6499,8,23,1989.65,4221.48,Active
1407,Under Program 5388,19,127,1421.01,2191.98,Active
1408,Turn History 3260,10,224,2248.13,3942.66,Active
1409,Time First 2116,10,192,2341.3,4785.16,Active
1410,Put Including 9406,20,157,2755.5,4876.36,Active
1411,Week Success 2871,24,482,8239.27,11445.97,Active
1412,However Second 8122,18,23,15925.4,29753.06,Inactive
1413,Fact Discuss 907,10,308,1092.11,1470.27,Active
1414,Protect Without 5606,6,414,3253.35,4481.49,Active
1415,Less Experience 8645,14,78,7161.02,9328.59,Active
1416,Task Itself 8152,22,128,8009.3,10191.31,Active
1417,Measure Knowledge 5773,6,466,934.53,1408.59,Inactive
1418,Option Drug 8270,2,364,2984.82,5740.39,Active
1419,Right International 5286,15,436,6211.83,11877.92,Active
1420,Also Answer 4903,9,55,1525.04,2623.41,Inactive
1421,Agreement Coach 4845,24,121,1812.93,3813.83,Active
1422,Education Media 9639,3,469,6289.51,9076.5,Inactive
1423,Prove Difference 218,8,46,2044.33,2922.13,Active
1424,North Chair 6585,15,428,4839.03,9394.78,Active
1425,Audience Leave 1633,9,375,11674.23,22195.03,Active
1426,Care Bed 354,23,454,3560.87,5328.45,Active
1427,Crime Social 9800,21,99,2265.43,4784.65,Inactive
1428,Audience Argue 4605,3,351,5055.44,10139.81,Inactive
1429,Road Car 9349,21,462,4223.64,6036.07,Inactive
1430,Actually Under 7866,15,97,2011.68,3277.79,Active
1431,Economy Support 6030,25,458,3226.02,4596.12,Active
1432,Business Member 4451,20,247,5601.02,7877.07,Active
1433,That Bill 8195,19,49,3697.24,7791.24,Active
1434,Up Watch 9090,15,178,1473.71,2650.72,Inactive
1435,Run Television 8851,18,312,5744.7,7465.26,Active
1436,Majority Beautiful 7888,22,78,2536.7,3209.34,Inactive
1437,Radio Home 1086,2,20,2320.86,3607.26,Active
1438,Particularly Fund 5470,13,170,811.53,1230.14,Active
1439,Other Level 4299,19,369,8831.33,18970.26,Inactive
1440,World Dog 3577,10,460,4625.55,9272.5,Inactive
1441,Within Garden 8680,12,477,2186.95,4777.11,Active
1442,It Growth 1704,3,382,4952.51,10543.02,Active
1443,Speech Instead 8943,2,114,7299.61,14276.06,Inactive
1444,Government Nearly 9518,15,266,6064.51,10748.82,Active
1445,Style Fight 6218,10,444,2276.34,3552.62,Active
1446,Wife What 3133,5,167,1396.6,2803.97,Active
1447,Get Agent 4147,9,117,1909.96,2612.48,Active
1448,Represent Scientist 2616,17,264,3972.48,7888.95,Active
1449,Economic Expert 5897,2,396,1061.06,1650.73,Active
1450,Government Where 4652,19,496,12629.53,24598.87,Active
1451,Adult Affect 4681,5,249,3874.43,6382.02,Inactive
1452,Arm Seven 5020,10,98,7053.31,11456.33,Active
1453,Expect A 8413,11,410,1461.87,3069.67,Active
1454,Go World 9975,14,111,3388.27,4540.04,Inactive
1455,Tree Team 5406,17,415,1870.86,2307.17,Active
1456,Catch If 1111,19,409,702.83,1170.09,Active
1457,Rest Become 9484,5,361,4842.02,6192.71,Active
1458,Computer Fight 8754,14,260,8215.75,13168.14,Active
1459,Themselves Attack 3899,22,216,20062.41,23335.92,Inactive
1460,Also Mouth 1473,7,313,3788.98,6655.73,Active
1461,Team From 5061,19,371,2144.09,3714.02,Inactive
1462,South Eat 4878,21,222,6156.3,7516.55,Inactive
1463,Return Successful 8716,17,174,1695.24,2787.82,Inactive
1464,Full Will 8666,22,15,1864.01,2792.42,Active
1465,Early Whole 4932,2,281,2817.43,5722.1,Active
1466,Guy Traditional 8033,15,83,1430.72,2265.1,Active
1467,Choose Build 8473,4,385,1476.01,2078.84,Active
1468,Especially Mean 9947,2,319,10107.94,13335.97,Active
1469,Light Order 5912,6,39,1479.54,2996.91,Inactive
1470,Officer Smile 6276,13,205,4728.53,6314.08,Inactive
1471,Arm Go 1035,24,205,1527.56,3195.64,Active
1472,Clearly Out 7557,25,31,2645.14,4060.72,Inactive
1473,Laugh Life 6101,23,415,3968.92,6116.96,Active
1474,Just Tell 9537,20,446,3270.27,6094.92,Active
1475,Community Tonight 5378,5,49,1525.77,1786.41,Active
1476,White Nice 4170,20,339,6091.19,8924.53,Active
1477,His Really 1241,21,101,3292.78,6273.6,Active
1478,Military Mind 4185,15,440,763.03,1587.43,Active
1479,Board Education 1766,15,187,6184.67,10989.65,Active
1480,Role Huge 6389,7,294,3164.68,3906.48,Active
1481,Reflect Under 7638,20,161,2622.44,5454.16,Active
1482,Next Understand 8397,6,361,3666.75,7608.83,Active
1483,Remain Hair 3842,6,196,776.17,1543.81,Inactive
1484,Gun Teacher 2766,11,312,1557.11,2461.45,Active
1485,Effort Possible 9856,18,298,3437.24,5768.16,Inactive
1486,Course Education 7637,1,52,1341.19,2007.22,Inactive
1487,Here Every 5812,25,241,5215.01,7382.76,Active
1488,Series Second 8214,23,106,1072.51,1915.96,Active
1489,Answer Full 6658,17,347,2621.27,3965.86,Inactive
1490,Lot Save 5952,6,33,8899.91,11248.91,Active
1491,Worker Bit 9542,23,60,1487.45,1738.04,Active
1492,Agency Of 2166,14,279,3009.73,5360.29,Active
1493,Heavy Over 6152,23,120,1432.01,2543.16,Active
1494,Well Friend 7981,17,205,865.78,1104.58,Active
1495,Time Find 5060,2,234,4872.28,10144.01,Active
1496,Cultural Store 9208,9,123,2860.86,3848.52,Active
1497,Now Improve 6348,25,472,3155.36,4994.08,Inactive
1498,For Key 3495,22,239,3778.85,8259.63,Inactive
1499,Firm Within 5795,3,279,1529.1,2226.29,Inactive
1500,Nice Director 1898,2,174,1133.0,1557.48,Inactive
1501,Say Per 9630,12,223,3454.14,6821.03,Active
1502,Do Main 9282,19,496,9739.23,19348.77,Active
1503,Very Pretty 4622,14,89,3844.96,6013.73,Active
1504,Magazine City 377,12,403,961.57,1926.85,Inactive
1505,Position Third 3284,18,84,31289.86,63565.8,Active
1506,Sometimes Prove 9109,6,486,1109.18,1325.11,Active
1507,Material Focus 7801,16,224,688.65,1321.21,Inactive
1508,Others Financial 4257,8,470,12183.95,23633.98,Inactive
1509,Spend Less 6538,20,78,1555.25,3172.34,Active
1510,Once Different 6725,4,394,2005.88,4017.47,Inactive
1511,Receive Drop 7925,4,80,7538.81,9689.8,Active
1512,Paper Tend 3582,1,136,11320.54,14749.86,Active
1513,Once Activity 7911,24,73,2577.83,3656.09,Active
1514,Fact Military 3187,17,421,5393.85,9968.14,Active
1515,Shoulder Machine 7055,22,180,12702.03,25156.8,Active
1516,Performance Past 1229,1,320,1158.89,2021.63,Inactive
1517,Base Better 4737,19,230,3758.48,5607.03,Active
1518,True Around 6013,25,264,2190.49,4745.48,Active
1519,Father Better 6325,9,263,1133.11,2405.43,Active
1520,Time Ability 7191,7,374,6275.73,8253.28,Active
1521,Important Mean 9831,21,319,7763.29,12059.89,Active
1522,Special Cause 1371,25,310,4975.29,8112.38,Inactive
1523,Air Face 9005,23,218,4724.92,6569.74,Inactive
1524,Mother Professional 7898,24,294,2390.88,4353.65,Inactive
1525,White Public 1290,11,183,3852.48,5026.89,Active
1526,Power Remember 2329,11,303,4665.74,9970.55,Active
1527,Music Would 637,22,350,19448.07,38044.09,Active
1528,Skin Fire 3610,16,385,819.31,1383.74,Active
1529,White Unit 1286,25,213,1831.8,3355.94,Active
1530,Admit Ok 1268,11,320,2557.43,3338.25,Inactive
1531,Page Economic 8855,20,383,4373.19,9433.9,Active
1532,Middle National 7904,9,369,9806.43,19786.24,Active
1533,Wait Perform 6636,9,206,6754.2,11909.33,Active
1534,Night Develop 1728,25,333,2359.94,2847.53,Inactive
1535,Happen Certain 2919,24,148,4990.23,10552.63,Active
1536,Camera Life 2539,22,71,2720.24,5228.73,Active
1537,Show Energy 9388,22,444,3656.97,4521.09,Active
1538,Head Card 1085,8,336,6810.5,12032.74,Active
1539,Matter Wrong 634,22,171,355.61,461.58,Active
1540,Generation Role 9362,8,500,2402.89,3068.26,Active
1541,Think Easy 7405,10,7,1365.74,2313.52,Active
1542,Travel Boy 6704,18,110,1472.7,2959.19,Active
1543,Cup Surface 3386,1,496,1826.83,3272.19,Inactive
1544,Far Push 6842,5,261,667.29,921.68,Inactive
1545,Gun Your 3364,19,426,8323.16,11367.89,Inactive
1546,Positive Room 9618,16,221,22975.58,35291.33,Active
1547,West Born 4803,17,179,3476.77,5583.49,Active
1548,Tax Reflect 4362,6,226,10871.63,22343.13,Active
1549,Oil Significant 4825,14,66,1766.59,3508.99,Active
1550,Where Image 5212,10,376,8658.29,13545.61,Inactive
1551,Style Teacher 7900,15,199,2060.62,4039.19,Active
1552,Year Involve 1879,6,110,1887.42,3879.59,Inactive
1553,Center Design 5361,9,319,3399.42,5688.18,Active
1554,Health Cover 5036,11,472,12744.48,24870.27,Active
1555,Over Performance 3628,21,78,7532.59,11088.8,Active
1556,Quickly Until 6903,13,239,9677.1,12404.95,Active
1557,Ask Onto 8248,5,183,953.07,1865.59,Active
1558,Agree Analysis 2011,17,381,1240.35,2558.93,Active
1559,Worker Allow 9220,11,500,2023.39,2413.38,Active
1560,Friend Floor 520,12,105,9779.31,17894.13,Active
1561,Positive She 3092,10,181,5213.59,8712.69,Active
1562,How Data 2639,22,428,716.55,1340.59,Active
1563,Owner Identify 5662,14,486,2391.74,3428.01,Active
1564,Main Century 917,3,217,1746.53,3666.53,Active
1565,Including Anything 2010,20,231,2678.5,4300.54,Active
1566,News Accept 8070,10,211,18371.5,22147.24,Active
1567,Many Year 3003,16,206,2558.88,3225.39,Active
1568,Give Hundred 8804,22,100,2171.39,4757.76,Inactive
1569,Sit Great 1939,2,402,1164.93,2247.3,Inactive
1570,Worry Concern 2826,2,430,5839.86,6761.73,Inactive
1571,Matter Charge 2257,18,435,2702.28,4296.59,Active
1572,Top Adult 2501,20,444,1501.95,3188.32,Inactive
1573,Song Source 4618,22,405,5019.9,7954.47,Active
1574,Player Federal 6655,1,336,2231.01,3656.44,Inactive
1575,Conference Among 3019,11,355,2522.66,2928.26,Inactive
1576,Per Herself 7874,10,338,1313.5,2667.74,Active
1577,Maintain Coach 1340,20,67,637.25,1013.02,Inactive
1578,Trade Picture 6983,22,290,5691.2,11962.23,Active
1579,Everyone Far 342,9,138,4118.27,4769.4,Active
1580,Country Art 6093,6,217,3801.1,4420.59,Active
1581,Including Center 2593,13,486,2655.26,4468.11,Inactive
1582,Understand Present 3547,4,366,1892.4,2428.68,Active
1583,Sense Kid 9139,9,31,3213.57,6069.61,Active
1584,Usually Himself 6691,8,64,5124.25,6452.4,Active
1585,Force Too 9541,20,84,4053.17,4743.48,Inactive
1586,Politics Collection 6605,10,232,1689.27,3118.01,Inactive
1587,Leader Red 1090,8,257,6434.1,7804.79,Inactive
1588,Join So 2203,16,408,3111.72,4411.96,Active
1589,Present Along 5020,2,36,3058.98,5394.9,Active
1590,Law Quite 365,12,238,1914.41,2944.92,Active
1591,Parent Decision 2581,22,82,2059.43,2971.61,Active
1592,On Person 6557,22,455,3515.6,7043.64,Inactive
1593,Campaign Energy 603,5,216,1024.07,1722.4,Active
1594,Laugh Later 3301,23,351,2142.41,3834.2,Active
1595,Forget Tv 4838,20,109,1941.31,2614.59,Active
1596,Night No 370,22,164,2525.87,4283.27,Inactive
1597,Yourself Knowledge 3688,5,337,3715.83,8118.5,Active
1598,Action Church 281,21,262,975.16,2135.92,Inactive
1599,Staff Among 5068,12,105,11478.16,16026.83,Inactive
1600,Especially Especially 1512,20,268,2899.65,3834.4,Inactive
1601,Region Something 1029,6,492,4712.27,9232.33,Active
1602,Easy Keep 946,10,159,6326.47,11737.72,Active
1603,Scene Left 5146,1,410,12889.72,17070.8,Active
1604,Every Policy 7110,21,365,3396.47,7187.57,Active
1605,Out Couple 1961,23,218,1447.79,3001.5,Active
1606,Compare Economic 9312,6,362,1089.95,1848.92,Active
1607,Not Artist 1611,20,120,4283.53,8490.68,Active
1608,Meeting Book 1451,23,353,2254.85,3158.94,Active
1609,Agreement Environmental 5734,19,78,11054.03,19566.49,Active
1610,Up Method 6844,22,281,1682.76,2754.52,Active
1611,Shake Laugh 4114,7,14,1334.77,2698.56,Active
1612,Difficult Big 5296,18,410,1272.94,2668.43,Active
1613,Rule Official 9359,23,380,19477.98,38126.53,Inactive
1614,Line Relate 7035,20,190,10766.72,15471.88,Inactive
1615,Safe Sense 6841,21,258,1327.47,1555.04,Inactive
1616,Common Must 1897,24,361,2286.61,4917.85,Active
1617,Perhaps Miss 4990,22,13,2185.07,3571.66,Active
1618,Drug Hour 1357,21,356,734.53,971.78,Active
1619,White Race 5100,7,47,2721.74,5370.26,Active
1620,Time Two 8305,16,144,5099.26,10233.9,Inactive
1621,Take Open 6461,12,31,3173.78,5131.59,Active
1622,Similar Resource 8051,25,336,2434.34,4975.95,Inactive
1623,Next Lawyer 1233,4,237,2180.23,4243.85,Active
1624,Bring Reduce 9305,11,93,2147.09,3406.23,Inactive
1625,Big These 9196,19,341,3503.66,4386.73,Active
1626,Family Enter 2218,22,164,9430.02,14526.49,Active
1627,Upon Late 7433,12,452,2227.25,4781.67,Active
1628,Hair Other 5370,19,291,1624.52,2820.37,Active
1629,Serve General 1910,7,317,1446.32,2358.58,Active
1630,Likely Spring 3864,24,229,13458.68,18311.59,Active
1631,Second Kid 2900,14,422,13181.14,19608.15,Active
1632,Reveal Physical 8584,7,311,2889.29,4605.02,Active
1633,Tough Amount 321,4,269,3286.28,6521.83,Active
1634,Think Benefit 5324,10,395,2448.94,2889.08,Active
1635,Forget Evening 7374,7,369,1225.39,2549.17,Active
1636,During Investment 1766,10,349,2931.08,5734.61,Active
1637,True Station 7771,22,129,922.67,1202.55,Active
1638,Son Important 3052,18,114,1565.9,2783.91,Active
1639,Student Appear 3924,14,3,2008.59,4397.49,Active
1640,Type Here 6013,14,154,7029.66,15277.17,Active
1641,Strong Become 7879,18,250,3141.63,6026.2,Active
1642,Speech Same 5567,5,278,1364.01,2965.5,Active
1643,Interview Describe 7551,2,134,7156.25,11861.87,Active
1644,Federal Since 7571,10,466,2696.64,4891.35,Active
1645,Not Within 7600,16,381,1346.08,2244.87,Inactive
1646,Consider Natural 9990,21,18,4909.94,10030.51,Inactive
1647,Case Thus 8639,24,153,3400.82,5029.21,Active
1648,Television Free 4296,16,225,501.16,653.06,Active
1649,Question Turn 1532,11,163,3383.68,5721.94,Active
1650,Expect Get 4917,17,56,1720.78,2635.89,Active
1651,Performance Painting 9896,7,154,1539.66,3099.16,Active
1652,Page Kitchen 5603,4,87,2309.99,3898.52,Active
1653,Easy Drive 5605,16,368,689.05,852.83,Active
1654,Too Speak 6985,13,346,2460.74,4673.27,Active
1655,Mission Join 1656,8,80,3697.61,4865.55,Active
1656,Close Summer 2662,23,275,1530.44,2422.72,Inactive
1657,Seek Per 7773,23,116,2352.3,3365.46,Active
1658,Tend Where 5953,23,301,3080.83,4974.05,Inactive
1659,Change Certain 9459,16,325,4332.1,9279.25,Active
1660,So Million 2546,24,70,4874.27,8172.28,Active
1661,Democratic Country 6187,2,170,1813.62,2610.11,Active
1662,Charge Pick 4339,22,18,2391.45,4305.32,Active
1663,Indeed Size 5603,2,394,869.12,1653.79,Inactive
1664,Expert Suddenly 5120,8,177,1763.54,3852.23,Active
1665,Parent Plan 5296,14,82,8538.72,11249.08,Active
1666,Car Figure 4647,11,362,1355.21,2074.09,Active
1667,Western People 7840,2,155,7600.34,13837.8,Active
1668,Produce Kitchen 5673,18,29,1209.39,2369.02,Active
1669,Politics Body 3191,12,254,5214.56,9842.91,Active
1670,Whose Tax 3227,6,118,3597.87,6370.22,Active
1671,Move Cultural 5068,1,248,11221.07,17437.35,Active
1672,President Half 9881,20,85,424.4,901.08,Active
1673,Better Factor 1843,16,100,1570.63,3133.72,Active
1674,Computer Ready 6337,17,290,11292.05,19911.03,Active
1675,Particular Eat 1324,20,271,3225.31,3775.86,Active
1676,Majority Appear 1849,15,439,4608.02,9688.18,Active
1677,Late Whatever 7083,2,349,1513.42,1795.75,Inactive
1678,Want Usually 7769,25,254,1258.89,2595.41,Active
1679,With Southern 6097,12,320,7803.94,14592.19,Active
1680,Artist Company 3823,18,358,2840.31,3457.94,Active
1681,Order Where 219,6,316,39934.36,51209.69,Active
1682,Human Pass 3171,2,189,3355.13,7338.97,Inactive
1683,Family Usually 3219,13,385,5567.37,9300.44,Active
1684,Green Activity 8030,1,494,6931.79,11165.28,Inactive
1685,Mind Between 2891,8,146,4421.63,6062.84,Active
1686,Common Him 5323,22,190,5710.04,7661.31,Inactive
1687,The Write 3941,13,136,8563.54,9935.85,Active
1688,Interesting Low 597,9,12,2905.07,4214.05,Active
1689,Thought Later 8935,2,183,1894.52,3517.78,Active
1690,Less Lead 6493,6,429,6549.09,12064.79,Active
1691,Religious Say 7054,23,296,10954.46,20915.92,Active
1692,Fear Message 1701,14,460,1684.16,3178.79,Active
1693,He Effort 7386,12,264,11560.4,18944.68,Active
1694,Society Want 6781,17,258,1184.08,2530.49,Active
1695,Say Establish 4525,24,278,3117.5,3755.34,Active
1696,Listen Cold 5572,14,18,879.43,1521.56,Active
1697,Support Later 2520,8,399,677.2,1382.59,Active
1698,Fill Table 3253,18,152,2484.34,3789.09,Inactive
1699,Father Serve 7714,4,62,4442.81,7491.91,Active
1700,Economy Few 8902,12,252,2730.09,5154.19,Active
1701,See Common 4829,6,418,13327.67,26950.97,Inactive
1702,Everybody North 2436,23,98,1128.15,1571.64,Active
1703,Create Someone 4488,20,89,2973.28,4379.8,Active
1704,Wear Challenge 2861,18,265,1666.03,1936.85,Active
1705,Bag Mention 4804,18,460,2114.05,4170.31,Inactive
1706,Condition Nature 2767,13,261,1780.12,2498.68,Active
1707,Simple List 8585,4,77,2135.63,3181.97,Active
1708,Against Cup 5271,20,19,2646.49,3160.79,Active
1709,Eye Charge 2814,15,343,1078.59,1761.22,Inactive
1710,Commercial Need 3704,1,57,6799.33,14229.49,Active
1711,Officer Low 1050,25,365,7882.1,10553.9,Active
1712,Why Full 3516,25,204,3301.13,6640.03,Active
1713,Activity Certain 7265,24,442,2557.91,3829.57,Active
1714,Everybody Continue 7387,8,403,2390.41,3000.42,Inactive
1715,Blue What 801,4,118,6390.51,13507.14,Active
1716,Especially Because 9881,3,271,1325.1,2702.95,Inactive
1717,Send Crime 5418,20,72,4624.4,7618.85,Active
1718,High Her 4765,9,335,2210.43,4322.57,Active
1719,Future Clearly 4597,21,27,2076.85,2869.55,Active
1720,Age New 6517,19,82,2681.53,3881.99,Inactive
1721,Style Owner 5595,21,326,3367.32,6641.44,Inactive
1722,Nearly Various 7384,4,160,943.29,1104.92,Active
1723,Save Catch 1334,19,149,1386.44,1622.41,Inactive
1724,Really Know 6930,9,465,1800.69,3160.08,Inactive
1725,Those Similar 1808,5,227,3698.27,7497.7,Inactive
1726,Air Up 7821,7,371,685.89,946.63,Active
1727,Remember Focus 4505,17,150,6214.36,7651.62,Active
1728,We Challenge 7176,1,448,10182.65,12956.07,Active
1729,Success Then 698,4,433,1550.61,2607.07,Inactive
1730,Clearly Most 9650,4,310,2995.42,3452.36,Active
1731,Fine Movement 1941,22,237,6580.59,13970.92,Active
1732,Campaign Safe 9093,13,111,2772.47,3868.08,Inactive
1733,Somebody Meet 5906,6,170,2344.8,4960.55,Inactive
1734,Manager Plan 6128,3,390,6090.22,9365.1,Active
1735,Fly Rock 5606,1,181,8044.67,10932.28,Active
1736,Interview Available 3931,23,262,1897.87,2493.42,Active
1737,Order Central 5446,7,209,1832.77,3919.9,Inactive
1738,Town Government 9849,3,185,4314.37,8103.75,Active
1739,Various Activity 3541,25,410,1792.97,3398.14,Active
1740,Save Commercial 3727,3,391,1316.72,1799.27,Active
1741,Federal Week 9462,6,56,1846.84,3347.62,Active
1742,Laugh Our 3082,8,290,1322.58,1637.96,Active
1743,Source Realize 8201,20,287,1053.72,1359.03,Active
1744,Mouth Know 495,16,200,10739.2,12695.76,Active
1745,Final Behavior 1698,17,298,1047.0,1870.71,Active
1746,Time Decide 9675,19,176,3095.19,6463.83,Active
1747,Spring Agreement 4013,14,87,665.43,1280.12,Inactive
1748,Democrat Girl 8635,5,102,10515.21,13215.65,Active
1749,Fish At 1267,4,123,3113.58,3818.35,Active
1750,Guess Cut 2452,5,134,9931.23,14377.97,Active
1751,Cultural Generation 1818,4,147,1570.8,2538.6,Active
1752,Receive He 3944,7,187,20205.51,27431.97,Active
1753,Wife Girl 6238,11,413,1165.93,1381.44,Inactive
1754,Eye Television 2333,23,425,4652.46,9104.7,Active
1755,Eat Operation 7479,12,214,415.23,825.92,Inactive
1756,Fact Kid 9880,12,384,2061.72,3265.04,Active
1757,Amount Story 7377,8,167,2818.72,5098.79,Inactive
1758,Whole If 364,20,149,2982.46,3627.39,Inactive
1759,Score Her 8926,24,344,2019.72,2925.36,Active
1760,Buy Deep 314,22,497,4125.0,5824.31,Active
1761,Different There 6130,25,440,1958.73,2359.86,Inactive
1762,Matter Key 7062,17,410,9480.0,18520.45,Active
1763,Affect Pattern 6099,14,305,4361.13,7347.23,Active
1764,Ready Remain 2061,12,401,1024.38,1649.91,Active
1765,Choose Head 8279,14,299,4110.83,5051.05,Inactive
1766,Court Provide 119,24,152,2846.63,5056.03,Active
1767,Investment Ask 9473,17,253,465.82,794.81,Active
