PaymentID,OrderID,CustomerID,PaymentMethod,NetSales,PaymentStatus,PaymentAmount
68655,68655,29116,Card,9832.2,Completed,9832.2
68656,68656,43685,Wallet,5971.11,Completed,5971.11
68657,68657,10134,Card,28849.82,Completed,28849.82
68658,68658,12229,Card,1340.59,Completed,1340.59
68659,68659,19816,Card,18208.83,Completed,18208.83
68660,68660,33408,Wallet,41477.759999999995,Completed,41477.759999999995
68661,68661,48847,Card,30272.12,Completed,30272.12
68662,68662,6726,Wallet,7456.44,Completed,7456.44
68663,68663,7567,Card,2810.86,Completed,2810.86
68664,68664,47308,Wallet,84563.81,Completed,84563.81
68665,68665,49705,Card,33005.22,Completed,33005.22
68666,68666,45277,Wallet,1650.73,Completed,1650.73
68667,68667,6187,Bank Transfer,28372.59,Completed,28372.59
68668,68668,23231,Card,16075.26,Completed,16075.26
68669,68669,40596,Bank Transfer,10790.01,Completed,10790.01
68670,68670,6719,Bank Transfer,55916.06,Completed,55916.06
68671,68671,27548,Card,17979.86,Completed,17979.86
68672,68672,13289,Card,36838.9,Completed,36838.9
68673,68673,16616,Card,1098.32,Completed,1098.32
68674,68674,6574,Card,11358.14,Completed,11358.14
68675,68675,36046,Wallet,2033.7,Completed,2033.7
68676,68676,47530,Wallet,4236.4,Completed,4236.4
68677,68677,26473,Card,29541.870000000003,Completed,29541.870000000003
68678,68678,12177,Wallet,14653.86,Refunded,14653.86
68679,68679,36689,Card,23352.81,Completed,23352.81
68680,68680,30738,Cash on Delivery,4093.34,Pending Settlement,4093.34
68681,68681,31463,Wallet,16391.84,Completed,16391.84
68682,68682,40405,Card,25809.239999999998,Completed,25809.239999999998
68683,68683,15484,Wallet,17372.6,Completed,17372.6
68684,68684,9527,Wallet,24506.21,Completed,24506.21
68685,68685,5604,Bank Transfer,14781.25,Completed,14781.25
68686,68686,48487,Bank Transfer,8972.96,Completed,8972.96
68687,68687,3166,Card,4580.13,Completed,4580.13
68688,68688,5407,Bank Transfer,5370.26,Refunded,5370.26
68689,68689,30546,Card,2143.96,Completed,2143.96
68690,68690,37837,Cash on Delivery,73339.76000000001,Pending Settlement,73339.76000000001
68691,68691,33436,Wallet,10178.94,Completed,10178.94
68692,68692,43106,Card,23409.55,Completed,23409.55
68693,68693,54,Cash on Delivery,20216.989999999998,Pending Settlement,20216.989999999998
68694,68694,48841,Wallet,14019.81,Completed,14019.81
68695,68695,16457,Bank Transfer,54343.99,Completed,54343.99
68696,68696,37320,Card,1777.34,Completed,1777.34
68697,68697,9375,Bank Transfer,12039.79,Completed,12039.79
68698,68698,18320,Bank Transfer,5541.74,Completed,5541.74
68699,68699,6969,Card,4497.84,Completed,4497.84
68700,68700,38591,Bank Transfer,20913.699999999997,Completed,20913.699999999997
68701,68701,1163,Card,24256.18,Completed,24256.18
68702,68702,12762,Wallet,23007.04,Completed,23007.04
68703,68703,17745,Cash on Delivery,308.19,Pending Settlement,308.19
68704,68704,34390,Card,55741.45,Completed,55741.45
68705,68705,28170,Wallet,1957.76,Completed,1957.76
68706,68706,44952,Wallet,3944.61,Completed,3944.61
68707,68707,20143,Card,16055.99,Completed,16055.99
68708,68708,40894,Wallet,5457.66,Completed,5457.66
68709,68709,3531,Wallet,25978.11,Completed,25978.11
68710,68710,33007,Cash on Delivery,36052.340000000004,Pending Settlement,36052.340000000004
68711,68711,25009,Wallet,18943.98,Completed,18943.98
68712,68712,38567,Wallet,22885.510000000002,Completed,22885.510000000002
68713,68713,33160,Wallet,16675.48,Completed,16675.48
68714,68714,45693,Wallet,406.32,Completed,406.32
68715,68715,21626,Wallet,7087.36,Completed,7087.36
68716,68716,25735,Bank Transfer,37192.5,Completed,37192.5
68717,68717,152,Card,3780.95,Completed,3780.95
68718,68718,9977,Wallet,118855.75,Completed,118855.75
68719,68719,30283,Wallet,2115.85,Completed,2115.85
68720,68720,14472,Bank Transfer,9156.28,Completed,9156.28
68721,68721,39568,Wallet,42077.91,Completed,42077.91
68722,68722,3359,Wallet,11686.669999999998,Completed,11686.669999999998
68723,68723,18820,Wallet,19919.97,Completed,19919.97
68724,68724,10421,Wallet,9898.88,Completed,9898.88
68725,68725,23685,Bank Transfer,2293.0,Completed,2293.0
68726,68726,47051,Card,11432.029999999999,Completed,11432.029999999999
68727,68727,47527,Card,10406.82,Completed,10406.82
68728,68728,13504,Cash on Delivery,14465.25,Pending Settlement,14465.25
68729,68729,46762,Card,15805.86,Completed,15805.86
68730,68730,2457,Wallet,14498.560000000001,Completed,14498.560000000001
68731,68731,10121,Bank Transfer,9832.2,Completed,9832.2
68732,68732,3010,Card,12596.130000000001,Completed,12596.130000000001
68733,68733,23674,Cash on Delivery,1013.02,Pending Settlement,1013.02
68734,68734,22807,Wallet,9544.26,Completed,9544.26
68735,68735,35713,Card,60389.350000000006,Completed,60389.350000000006
68736,68736,21404,Card,385.31,Completed,385.31
68737,68737,13998,Bank Transfer,3899.4,Completed,3899.4
68738,68738,156,Wallet,10170.289999999999,Completed,10170.289999999999
68739,68739,24157,Wallet,2664.07,Completed,2664.07
68740,68740,2808,Card,5768.16,Completed,5768.16
68741,68741,18397,Cash on Delivery,17137.79,Pending Settlement,17137.79
68742,68742,12362,Bank Transfer,3681.83,Completed,3681.83
68743,68743,11804,Card,47191.93,Completed,47191.93
68744,68744,31910,Wallet,7170.58,Completed,7170.58
68745,68745,27000,Card,26101.4,Completed,26101.4
68746,68746,1208,Bank Transfer,17488.800000000003,Completed,17488.800000000003
68747,68747,8371,Bank Transfer,14426.939999999999,Completed,14426.939999999999
68748,68748,9680,Card,20309.48,Completed,20309.48
68749,68749,42644,Bank Transfer,11620.24,Completed,11620.24
68750,68750,15881,Card,7379.0,Completed,7379.0
68751,68751,36263,Wallet,7783.71,Completed,7783.71
68752,68752,2001,Cash on Delivery,3697.15,Pending Settlement,3697.15
68753,68753,10242,Card,43117.89,Completed,43117.89
68754,68754,16277,Bank Transfer,5730.7300000000005,Completed,5730.7300000000005
68755,68755,14810,Card,12909.84,Completed,12909.84
68756,68756,5679,Bank Transfer,3664.83,Completed,3664.83
68757,68757,46279,Card,21407.7,Completed,21407.7
68758,68758,36885,Wallet,50108.66,Completed,50108.66
68759,68759,39327,Cash on Delivery,8559.4,Pending Settlement,8559.4
68760,68760,453,Wallet,14971.45,Completed,14971.45
68761,68761,32893,Wallet,11398.44,Completed,11398.44
68762,68762,39880,Bank Transfer,2534.96,Completed,2534.96
68763,68763,36680,Card,11024.2,Completed,11024.2
68764,68764,29459,Bank Transfer,27223.92,Completed,27223.92
68765,68765,35370,Bank Transfer,1406.25,Completed,1406.25
68766,68766,12604,Card,17070.8,Refunded,17070.8
68767,68767,3727,Bank Transfer,3993.82,Completed,3993.82
68768,68768,8361,Bank Transfer,8246.06,Completed,8246.06
68769,68769,4926,Card,27865.47,Completed,27865.47
68770,68770,43222,Card,14648.71,Completed,14648.71
68771,68771,18776,Wallet,19868.43,Completed,19868.43
68772,68772,31020,Card,7395.42,Completed,7395.42
68773,68773,39176,Card,5346.0,Completed,5346.0
68774,68774,11941,Card,4680.06,Completed,4680.06
68775,68775,10101,Cash on Delivery,44419.06,Pending Settlement,44419.06
68776,68776,26567,Bank Transfer,7013.54,Completed,7013.54
68777,68777,30733,Wallet,1292.36,Completed,1292.36
68778,68778,21566,Wallet,7019.08,Completed,7019.08
68779,68779,26417,Cash on Delivery,8280.55,Pending Settlement,8280.55
68780,68780,33091,Wallet,13028.98,Completed,13028.98
68781,68781,49644,Card,24064.25,Completed,24064.25
68782,68782,41004,Wallet,26974.289999999997,Refunded,26974.289999999997
68783,68783,31639,Wallet,8025.8,Completed,8025.8
68784,68784,11892,Card,10560.98,Completed,10560.98
68785,68785,13918,Card,5224.08,Completed,5224.08
68786,68786,1870,Card,19379.6,Completed,19379.6
68787,68787,26422,Card,7804.87,Completed,7804.87
68788,68788,14048,Wallet,18395.46,Completed,18395.46
68789,68789,41950,Cash on Delivery,28029.09,Pending Settlement,28029.09
68790,68790,41869,Wallet,47016.14,Completed,47016.14
68791,68791,12406,Card,47431.64,Completed,47431.64
68792,68792,33580,Cash on Delivery,20520.72,Pending Settlement,20520.72
68793,68793,18017,Wallet,9213.79,Completed,9213.79
68794,68794,39153,Card,72363.98,Completed,72363.98
68795,68795,38650,Wallet,33443.950000000004,Completed,33443.950000000004
68796,68796,5980,Bank Transfer,11354.21,Refunded,11354.21
68797,68797,27762,Bank Transfer,4196.45,Completed,4196.45
68798,68798,4041,Card,33040.15,Completed,33040.15
68799,68799,12067,Cash on Delivery,1381.44,Pending Settlement,1381.44
68800,68800,17230,Card,6602.32,Completed,6602.32
68801,68801,28043,Bank Transfer,24472.35,Completed,24472.35
68802,68802,7788,Cash on Delivery,13923.0,Pending Settlement,13923.0
68803,68803,13276,Card,10572.25,Completed,10572.25
68804,68804,12017,Cash on Delivery,9057.880000000001,Pending Settlement,9057.880000000001
68805,68805,625,Card,4877.21,Completed,4877.21
68806,68806,7142,Card,4411.41,Completed,4411.41
68807,68807,11313,Wallet,8924.36,Completed,8924.36
68808,68808,40645,Bank Transfer,8615.17,Completed,8615.17
68809,68809,19373,Card,11283.16,Completed,11283.16
68810,68810,18703,Bank Transfer,27184.03,Completed,27184.03
68811,68811,30348,Card,9791.48,Completed,9791.48
68812,68812,13799,Card,5956.72,Completed,5956.72
68813,68813,5857,Card,17914.13,Completed,17914.13
68814,68814,25413,Card,31563.67,Completed,31563.67
68815,68815,22003,Bank Transfer,30379.65,Completed,30379.65
68816,68816,30743,Card,15946.43,Completed,15946.43
68817,68817,24937,Card,11519.85,Completed,11519.85
68818,68818,39367,Card,4077.58,Completed,4077.58
68819,68819,43457,Bank Transfer,11653.23,Completed,11653.23
68820,68820,23746,Card,22498.16,Completed,22498.16
68821,68821,19432,Card,40943.85,Completed,40943.85
68822,68822,7697,Card,42035.35,Completed,42035.35
68823,68823,4025,Wallet,9213.79,Completed,9213.79
68824,68824,46789,Bank Transfer,17102.92,Completed,17102.92
68825,68825,45170,Bank Transfer,27788.57,Completed,27788.57
68826,68826,20142,Card,8337.79,Completed,8337.79
68827,68827,22260,Cash on Delivery,2562.12,Pending Settlement,2562.12
68828,68828,48716,Wallet,2928.26,Completed,2928.26
68829,68829,11482,Card,12705.1,Completed,12705.1
68830,68830,39239,Bank Transfer,14912.56,Completed,14912.56
68831,68831,4887,Wallet,35570.03,Completed,35570.03
68832,68832,46262,Card,7557.54,Completed,7557.54
68833,68833,7322,Card,28018.12,Completed,28018.12
68834,68834,42081,Card,2229.79,Completed,2229.79
68835,68835,46089,Wallet,4054.2799999999997,Completed,4054.2799999999997
68836,68836,32679,Card,68735.37,Completed,68735.37
68837,68837,41865,Card,30229.23,Completed,30229.23
68838,68838,15461,Bank Transfer,5008.36,Completed,5008.36
68839,68839,18736,Bank Transfer,29793.95,Completed,29793.95
68840,68840,26615,Bank Transfer,7395.42,Completed,7395.42
68841,68841,41773,Wallet,8872.1,Refunded,8872.1
68842,68842,28234,Card,40819.26,Completed,40819.26
68843,68843,34170,Wallet,25156.260000000002,Completed,25156.260000000002
68844,68844,5124,Cash on Delivery,19524.67,Pending Settlement,19524.67
68845,68845,5074,Bank Transfer,8734.48,Completed,8734.48
68846,68846,2543,Bank Transfer,54039.770000000004,Completed,54039.770000000004
68847,68847,8514,Cash on Delivery,42622.170000000006,Pending Settlement,42622.170000000006
68848,68848,43274,Wallet,84817.17,Completed,84817.17
68849,68849,32141,Cash on Delivery,10313.34,Pending Settlement,10313.34
68850,68850,29998,Bank Transfer,29079.16,Completed,29079.16
68851,68851,23603,Bank Transfer,27290.27,Completed,27290.27
68852,68852,9516,Bank Transfer,1778.94,Completed,1778.94
68853,68853,38389,Cash on Delivery,26639.12,Pending Settlement,26639.12
68854,68854,20189,Wallet,17886.82,Completed,17886.82
68855,68855,47090,Bank Transfer,28830.47,Completed,28830.47
68856,68856,41699,Cash on Delivery,9484.84,Pending Settlement,9484.84
68857,68857,24900,Card,18774.670000000002,Completed,18774.670000000002
68858,68858,15126,Wallet,29761.63,Completed,29761.63
68859,68859,5518,Cash on Delivery,38125.01,Pending Settlement,38125.01
68860,68860,49791,Bank Transfer,53987.08,Completed,53987.08
68861,68861,36992,Card,7815.07,Completed,7815.07
68862,68862,27704,Wallet,10293.29,Completed,10293.29
68863,68863,35840,Card,23160.24,Completed,23160.24
68864,68864,2355,Card,23335.92,Completed,23335.92
68865,68865,32219,Wallet,6414.11,Completed,6414.11
68866,68866,20627,Wallet,28088.910000000003,Completed,28088.910000000003
68867,68867,7350,Card,57982.94,Completed,57982.94
68868,68868,27590,Card,4119.81,Refunded,4119.81
68869,68869,44136,Bank Transfer,16331.7,Completed,16331.7
68870,68870,26265,Bank Transfer,43429.36,Completed,43429.36
68871,68871,44923,Card,14787.16,Completed,14787.16
68872,68872,4489,Card,15338.32,Completed,15338.32
68873,68873,4261,Card,17483.82,Completed,17483.82
68874,68874,22090,Bank Transfer,16605.52,Completed,16605.52
68875,68875,41324,Bank Transfer,115982.47,Completed,115982.47
68876,68876,22265,Wallet,7014.7,Completed,7014.7
68877,68877,45184,Bank Transfer,14470.58,Completed,14470.58
68878,68878,45498,Cash on Delivery,2229.79,Pending Settlement,2229.79
68879,68879,46080,Card,15182.47,Completed,15182.47
68880,68880,41197,Card,11985.81,Completed,11985.81
68881,68881,13093,Card,27478.66,Completed,27478.66
68882,68882,5953,Cash on Delivery,37102.88,Pending Settlement,37102.88
68883,68883,42754,Wallet,1846.3,Completed,1846.3
68884,68884,49797,Card,71791.20000000001,Completed,71791.20000000001
68885,68885,21959,Bank Transfer,13783.51,Completed,13783.51
68886,68886,472,Card,17491.13,Completed,17491.13
68887,68887,9377,Wallet,2550.36,Completed,2550.36
68888,68888,12629,Card,6509.64,Completed,6509.64
68889,68889,13479,Bank Transfer,50851.42,Completed,50851.42
68890,68890,22837,Wallet,38303.68,Completed,38303.68
68891,68891,38087,Card,5621.37,Completed,5621.37
68892,68892,35767,Card,10502.12,Refunded,10502.12
68893,68893,33380,Wallet,54018.07,Completed,54018.07
68894,68894,35380,Cash on Delivery,33770.1,Pending Settlement,33770.1
68895,68895,30998,Bank Transfer,6485.04,Completed,6485.04
68896,68896,7869,Bank Transfer,86176.92,Refunded,86176.92
68897,68897,35111,Cash on Delivery,5039.74,Pending Settlement,5039.74
68898,68898,18677,Wallet,1852.96,Completed,1852.96
68899,68899,41476,Cash on Delivery,13361.05,Pending Settlement,13361.05
68900,68900,6178,Bank Transfer,81390.43,Completed,81390.43
68901,68901,9766,Wallet,7673.07,Completed,7673.07
68902,68902,25281,Bank Transfer,11929.24,Completed,11929.24
68903,68903,15212,Card,9466.09,Refunded,9466.09
68904,68904,40184,Bank Transfer,1421.87,Completed,1421.87
68905,68905,23244,Card,22317.27,Completed,22317.27
68906,68906,2333,Bank Transfer,3673.48,Completed,3673.48
68907,68907,26387,Cash on Delivery,34367.67,Pending Settlement,34367.67
68908,68908,40760,Bank Transfer,1390.35,Completed,1390.35
68909,68909,37843,Cash on Delivery,23597.46,Pending Settlement,23597.46
68910,68910,46410,Bank Transfer,5219.64,Completed,5219.64
68911,68911,39318,Card,5658.36,Completed,5658.36
68912,68912,37263,Card,10619.84,Completed,10619.84
68913,68913,18604,Bank Transfer,3469.8900000000003,Completed,3469.8900000000003
68914,68914,16142,Bank Transfer,1697.17,Completed,1697.17
68915,68915,31072,Card,10196.369999999999,Completed,10196.369999999999
68916,68916,45430,Card,9420.14,Completed,9420.14
68917,68917,18197,Card,25412.86,Completed,25412.86
68918,68918,31467,Card,16501.14,Completed,16501.14
68919,68919,18579,Wallet,4327.04,Completed,4327.04
68920,68920,31114,Cash on Delivery,25163.53,Pending Settlement,25163.53
68921,68921,7451,Cash on Delivery,64146.75,Pending Settlement,64146.75
68922,68922,26444,Wallet,107295.47,Completed,107295.47
68923,68923,33526,Wallet,3673.36,Completed,3673.36
68924,68924,4670,Card,29182.02,Completed,29182.02
68925,68925,3448,Card,14296.59,Completed,14296.59
68926,68926,29188,Wallet,43584.01,Completed,43584.01
68927,68927,16987,Card,7440.9,Completed,7440.9
68928,68928,43482,Bank Transfer,8265.0,Completed,8265.0
68929,68929,49615,Card,43577.71,Completed,43577.71
68930,68930,16105,Card,9465.03,Completed,9465.03
68931,68931,39413,Wallet,26006.45,Completed,26006.45
68932,68932,5357,Bank Transfer,12216.45,Completed,12216.45
68933,68933,15523,Card,52818.33,Completed,52818.33
68934,68934,29604,Cash on Delivery,55531.24,Pending Settlement,55531.24
68935,68935,13513,Cash on Delivery,30817.26,Pending Settlement,30817.26
68936,68936,23206,Cash on Delivery,5538.24,Pending Settlement,5538.24
68937,68937,41801,Bank Transfer,21100.8,Completed,21100.8
68938,68938,8816,Bank Transfer,3685.06,Completed,3685.06
68939,68939,24749,Card,5052.22,Completed,5052.22
68940,68940,32780,Card,7285.83,Completed,7285.83
68941,68941,9905,Bank Transfer,8311.45,Completed,8311.45
68942,68942,18278,Cash on Delivery,73509.27,Pending Settlement,73509.27
68943,68943,30200,Card,11805.49,Completed,11805.49
68944,68944,49357,Card,102646.16,Completed,102646.16
68945,68945,11798,Card,4843.52,Completed,4843.52
68946,68946,31513,Card,11169.68,Completed,11169.68
68947,68947,15110,Bank Transfer,42436.37,Completed,42436.37
68948,68948,25254,Card,37413.69,Completed,37413.69
68949,68949,24248,Card,33965.22,Completed,33965.22
68950,68950,46674,Wallet,4992.89,Completed,4992.89
68951,68951,22805,Wallet,18785.07,Completed,18785.07
68952,68952,48785,Bank Transfer,6498.27,Completed,6498.27
68953,68953,47632,Bank Transfer,1825.61,Completed,1825.61
68954,68954,22870,Wallet,39387.63,Completed,39387.63
68955,68955,33785,Bank Transfer,15026.99,Completed,15026.99
68956,68956,14205,Wallet,27485.96,Completed,27485.96
68957,68957,11329,Card,8031.35,Completed,8031.35
68958,68958,37179,Card,6347.04,Completed,6347.04
68959,68959,48479,Card,25232.2,Completed,25232.2
68960,68960,11231,Cash on Delivery,15353.470000000001,Pending Settlement,15353.470000000001
68961,68961,10925,Card,34177.68,Completed,34177.68
68962,68962,48679,Cash on Delivery,34103.03,Pending Settlement,34103.03
68963,68963,14283,Wallet,29764.92,Refunded,29764.92
68964,68964,34716,Card,14063.85,Completed,14063.85
68965,68965,28979,Cash on Delivery,5659.44,Pending Settlement,5659.44
68966,68966,44780,Cash on Delivery,5574.89,Pending Settlement,5574.89
68967,68967,47047,Wallet,23439.879999999997,Completed,23439.879999999997
68968,68968,26101,Card,22275.670000000002,Completed,22275.670000000002
68969,68969,46154,Wallet,38678.8,Completed,38678.8
68970,68970,28568,Wallet,1915.96,Completed,1915.96
68971,68971,6467,Bank Transfer,5804.67,Completed,5804.67
68972,68972,35332,Wallet,12955.85,Completed,12955.85
68973,68973,43499,Card,20357.88,Completed,20357.88
68974,68974,48911,Cash on Delivery,17670.48,Pending Settlement,17670.48
68975,68975,2844,Card,13289.75,Completed,13289.75
68976,68976,25547,Card,14502.69,Completed,14502.69
68977,68977,37136,Bank Transfer,1972.5,Completed,1972.5
68978,68978,28222,Bank Transfer,46652.520000000004,Completed,46652.520000000004
68979,68979,6144,Bank Transfer,46507.07,Completed,46507.07
68980,68980,17918,Cash on Delivery,20754.94,Pending Settlement,20754.94
68981,68981,30801,Bank Transfer,4103.52,Completed,4103.52
68982,68982,12348,Wallet,8824.65,Completed,8824.65
68983,68983,46189,Cash on Delivery,14086.970000000001,Pending Settlement,14086.970000000001
68984,68984,18844,Cash on Delivery,15965.16,Pending Settlement,15965.16
68985,68985,45597,Bank Transfer,3326.46,Completed,3326.46
68986,68986,15426,Bank Transfer,3996.0,Completed,3996.0
68987,68987,33002,Cash on Delivery,9108.62,Pending Settlement,9108.62
68988,68988,2329,Wallet,15530.429999999998,Completed,15530.429999999998
68989,68989,9463,Bank Transfer,13070.92,Completed,13070.92
68990,68990,7753,Card,21127.04,Completed,21127.04
68991,68991,14819,Wallet,8112.93,Completed,8112.93
68992,68992,37485,Card,22747.47,Completed,22747.47
68993,68993,33210,Bank Transfer,11331.75,Completed,11331.75
68994,68994,6729,Card,13789.5,Completed,13789.5
68995,68995,43388,Bank Transfer,27689.44,Completed,27689.44
68996,68996,4515,Cash on Delivery,52457.579999999994,Pending Settlement,52457.579999999994
68997,68997,1687,Card,9437.22,Completed,9437.22
68998,68998,31402,Card,51399.07,Completed,51399.07
68999,68999,6564,Wallet,26588.379999999997,Completed,26588.379999999997
69000,69000,1306,Cash on Delivery,38369.37,Pending Settlement,38369.37
69001,69001,2595,Card,26739.739999999998,Completed,26739.739999999998
69002,69002,8916,Card,36692.520000000004,Completed,36692.520000000004
69003,69003,10399,Card,11799.68,Completed,11799.68
69004,69004,18891,Bank Transfer,11142.57,Completed,11142.57
69005,69005,6803,Wallet,14114.91,Completed,14114.91
69006,69006,6050,Card,6183.25,Completed,6183.25
69007,69007,13834,Wallet,15843.240000000002,Completed,15843.240000000002
69008,69008,23388,Card,24795.58,Completed,24795.58
69009,69009,43042,Cash on Delivery,23554.27,Pending Settlement,23554.27
69010,69010,42879,Cash on Delivery,10737.52,Pending Settlement,10737.52
69011,69011,18602,Cash on Delivery,1015.58,Pending Settlement,1015.58
69012,69012,4324,Bank Transfer,4583.62,Completed,4583.62
69013,69013,47085,Cash on Delivery,17511.56,Pending Settlement,17511.56
69014,69014,10865,Cash on Delivery,8601.09,Pending Settlement,8601.09
69015,69015,20158,Bank Transfer,7544.58,Completed,7544.58
69016,69016,40592,Wallet,2970.55,Completed,2970.55
69017,69017,45685,Card,6163.76,Completed,6163.76
69018,69018,11281,Cash on Delivery,47849.04,Pending Settlement,47849.04
69019,69019,7750,Card,9959.36,Completed,9959.36
69020,69020,31393,Bank Transfer,12404.95,Completed,12404.95
69021,69021,17484,Wallet,14142.93,Completed,14142.93
69022,69022,31670,Bank Transfer,11036.05,Completed,11036.05
69023,69023,2329,Card,36884.13,Completed,36884.13
69024,69024,25546,Card,7900.88,Completed,7900.88
69025,69025,27613,Wallet,2863.97,Completed,2863.97
69026,69026,18962,Card,12600.0,Completed,12600.0
69027,69027,41400,Cash on Delivery,209359.74000000002,Pending Settlement,209359.74000000002
69028,69028,21663,Bank Transfer,10417.28,Completed,10417.28
69029,69029,1403,Bank Transfer,1686.45,Completed,1686.45
69030,69030,22087,Card,24489.489999999998,Completed,24489.489999999998
69031,69031,38315,Cash on Delivery,8685.27,Pending Settlement,8685.27
69032,69032,48504,Card,4214.37,Completed,4214.37
69033,69033,33965,Bank Transfer,20684.059999999998,Completed,20684.059999999998
69034,69034,18089,Card,13506.11,Completed,13506.11
69035,69035,4247,Wallet,71720.6,Completed,71720.6
69036,69036,38186,Card,15722.91,Completed,15722.91
69037,69037,28964,Bank Transfer,20038.489999999998,Completed,20038.489999999998
69038,69038,34579,Cash on Delivery,2920.88,Pending Settlement,2920.88
69039,69039,40880,Card,7311.04,Completed,7311.04
69040,69040,2620,Wallet,22629.46,Completed,22629.46
69041,69041,34143,Wallet,32042.64,Completed,32042.64
69042,69042,31564,Cash on Delivery,44162.47,Pending Settlement,44162.47
69043,69043,22344,Card,42756.77,Completed,42756.77
69044,69044,28796,Wallet,2108.38,Completed,2108.38
69045,69045,19004,Bank Transfer,2201.96,Completed,2201.96
69046,69046,42870,Wallet,12312.12,Completed,12312.12
69047,69047,25000,Bank Transfer,6978.16,Completed,6978.16
69048,69048,34617,Bank Transfer,32081.269999999997,Completed,32081.269999999997
69049,69049,7414,Card,61664.06,Completed,61664.06
69050,69050,3926,Card,3001.5,Completed,3001.5
69051,69051,7657,Cash on Delivery,15175.27,Pending Settlement,15175.27
69052,69052,31340,Bank Transfer,7879.4400000000005,Completed,7879.4400000000005
69053,69053,22341,Card,3657.5,Completed,3657.5
69054,69054,1912,Bank Transfer,52964.32,Completed,52964.32
69055,69055,39233,Card,40765.96,Completed,40765.96
69056,69056,28114,Card,5099.58,Completed,5099.58
69057,69057,24542,Card,117148.48,Completed,117148.48
69058,69058,30085,Bank Transfer,1823.83,Completed,1823.83
69059,69059,49763,Card,57734.020000000004,Completed,57734.020000000004
69060,69060,4809,Bank Transfer,38712.200000000004,Completed,38712.200000000004
69061,69061,41026,Bank Transfer,5244.78,Completed,5244.78
69062,69062,32308,Bank Transfer,52543.78,Refunded,52543.78
69063,69063,16883,Card,7651.62,Completed,7651.62
69064,69064,5796,Card,1446.78,Completed,1446.78
69065,69065,10369,Bank Transfer,12135.880000000001,Completed,12135.880000000001
69066,69066,1080,Wallet,9909.59,Completed,9909.59
69067,69067,10528,Card,12442.82,Completed,12442.82
69068,69068,4753,Card,20653.44,Completed,20653.44
69069,69069,49008,Bank Transfer,5249.4,Completed,5249.4
69070,69070,4159,Card,10356.7,Completed,10356.7
69071,69071,32651,Card,16430.32,Completed,16430.32
69072,69072,34585,Bank Transfer,85873.42,Completed,85873.42
69073,69073,49412,Wallet,17415.2,Completed,17415.2
69074,69074,49157,Card,13064.56,Completed,13064.56
69075,69075,30443,Cash on Delivery,6465.49,Pending Settlement,6465.49
69076,69076,39292,Card,4360.87,Completed,4360.87
69077,69077,46737,Card,10155.41,Completed,10155.41
69078,69078,29484,Card,3262.87,Completed,3262.87
69079,69079,18137,Card,7161.67,Completed,7161.67
69080,69080,15517,Card,119421.08,Completed,119421.08
69081,69081,932,Card,32519.82,Completed,32519.82
69082,69082,7698,Card,26865.949999999997,Completed,26865.949999999997
69083,69083,23552,Card,8981.7,Completed,8981.7
69084,69084,32016,Cash on Delivery,9158.79,Pending Settlement,9158.79
69085,69085,36110,Cash on Delivery,1855.52,Pending Settlement,1855.52
69086,69086,9950,Wallet,9718.22,Completed,9718.22
69087,69087,49563,Bank Transfer,2040.8,Completed,2040.8
69088,69088,48105,Bank Transfer,13646.8,Refunded,13646.8
69089,69089,49002,Card,19844.3,Completed,19844.3
69090,69090,10776,Card,44315.35,Completed,44315.35
69091,69091,35668,Cash on Delivery,27138.32,Pending Settlement,27138.32
69092,69092,16695,Wallet,19544.440000000002,Completed,19544.440000000002
69093,69093,8898,Card,15913.81,Completed,15913.81
69094,69094,16269,Card,20768.97,Completed,20768.97
69095,69095,37862,Bank Transfer,7346.96,Completed,7346.96
69096,69096,31730,Bank Transfer,13587.23,Completed,13587.23
69097,69097,11633,Bank Transfer,4034.87,Completed,4034.87
69098,69098,9530,Bank Transfer,10580.779999999999,Completed,10580.779999999999
69099,69099,37098,Cash on Delivery,18445.02,Pending Settlement,18445.02
69100,69100,23071,Bank Transfer,4658.73,Completed,4658.73
69101,69101,1852,Cash on Delivery,8384.17,Pending Settlement,8384.17
69102,69102,27464,Card,17091.27,Completed,17091.27
69103,69103,33977,Card,4143.08,Completed,4143.08
69104,69104,6845,Cash on Delivery,8812.55,Pending Settlement,8812.55
69105,69105,17265,Card,27296.920000000002,Refunded,27296.920000000002
69106,69106,4898,Card,13038.68,Completed,13038.68
69107,69107,16354,Bank Transfer,3508.99,Completed,3508.99
69108,69108,126,Bank Transfer,24916.16,Completed,24916.16
69109,69109,40449,Card,18185.190000000002,Completed,18185.190000000002
69110,69110,41629,Card,3723.1,Completed,3723.1
69111,69111,26768,Card,3753.13,Completed,3753.13
69112,69112,42846,Card,7326.93,Completed,7326.93
69113,69113,46429,Bank Transfer,3714.45,Completed,3714.45
69114,69114,38800,Bank Transfer,12264.03,Completed,12264.03
69115,69115,33363,Card,128091.1,Completed,128091.1
69116,69116,27229,Wallet,4239.76,Completed,4239.76
69117,69117,2193,Bank Transfer,13839.74,Completed,13839.74
69118,69118,8809,Bank Transfer,44572.51,Completed,44572.51
69119,69119,25019,Bank Transfer,43154.73,Completed,43154.73
69120,69120,28433,Cash on Delivery,6683.360000000001,Pending Settlement,6683.360000000001
69121,69121,24730,Wallet,14793.74,Completed,14793.74
